Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
FAMILY,4.3,556929,50.1-60MB,Free,0.0,Teen,Casual,134
PRODUCTIVITY,4.5,23089,0.1-10MB,Free,0.0,Everyone,Productivity,142
FOOD_AND_DRINK,4.7,51543,Varies with device,Free,0.0,Everyone,Food & Drink,30
TRAVEL_AND_LOCAL,4.6,14,0.1-10MB,Free,0.0,Everyone,Travel & Local,141
TRAVEL_AND_LOCAL,4.1,26871,Varies with device,Free,0.0,Everyone,Travel & Local,36
PRODUCTIVITY,4.9,42,30.1-40MB,Free,0.0,Everyone,Productivity,97
LIBRARIES_AND_DEMO,3.8,912,10.1-20MB,Free,0.0,Everyone,Libraries & Demo,234
BUSINESS,4.4,31614,30.1-40MB,Free,0.0,Everyone,Business,42
FAMILY,5.0,5,0.1-10MB,Free,0.0,Teen,Puzzle,638
GAME,4.6,20,30.1-40MB,Free,0.0,Mature 17+,Action,119
GAME,3.8,3543,Varies with device,Free,0.0,Teen,Card,174
DATING,4.3,0,10.1-20MB,Free,0.0,Everyone,Dating,46
SOCIAL,4.3,2,50.1-60MB,Free,0.0,Teen,Social,41
GAME,4.7,403911,20.1-30MB,Free,0.0,Everyone,Card,68
FINANCE,4.2,347838,Varies with device,Free,0.0,Everyone,Finance,36
PERSONALIZATION,4.3,71688,10.1-20MB,Free,0.0,Everyone,Personalization,81
HEALTH_AND_FITNESS,4.5,501144,Varies with device,Free,0.0,Everyone,Health & Fitness,46
SHOPPING,4.0,13085,0.1-10MB,Free,0.0,Teen,Shopping,296
TOOLS,4.2,513,0.1-10MB,Free,0.0,Everyone,Tools,117
SHOPPING,4.3,19,10.1-20MB,Free,0.0,Everyone,Shopping,479
SHOPPING,4.3,0,10.1-20MB,Free,0.0,Teen,Shopping,60
FAMILY,4.8,171,0.1-10MB,Paid,10.0,Everyone,Education,682
VIDEO_PLAYERS,4.6,9879473,30.1-40MB,Free,0.0,Teen,Video Players & Editors,27
PARENTING,4.6,1413,10.1-20MB,Free,0.0,Mature 17+,Parenting,42
TOOLS,4.0,18478,0.1-10MB,Free,0.0,Everyone,Tools,27
LIBRARIES_AND_DEMO,4.7,831,20.1-30MB,Free,0.0,Everyone,Libraries & Demo,192
FAMILY,4.3,24936,30.1-40MB,Free,0.0,Everyone,Educational;Education,107
FAMILY,4.1,681,40.1-50MB,Free,0.0,Everyone,Education,1520
PRODUCTIVITY,4.3,52677,0.1-10MB,Free,0.0,Everyone,Productivity,261
LIFESTYLE,4.3,2,0.1-10MB,Free,0.0,Everyone,Lifestyle,101
SOCIAL,4.0,479908,10.1-20MB,Free,0.0,Mature 17+,Social,53
WEATHER,4.2,11510,0.1-10MB,Free,0.0,Everyone,Weather,1464
HEALTH_AND_FITNESS,4.6,318134,Varies with device,Free,0.0,Everyone,Health & Fitness,94
TOOLS,4.5,465831,0.1-10MB,Free,0.0,Everyone,Tools,39
MEDICAL,4.5,20,30.1-40MB,Free,0.0,Everyone,Medical,143
PERSONALIZATION,4.7,8642,0.1-10MB,Free,0.0,Everyone,Personalization,101
ENTERTAINMENT,3.9,801,50.1-60MB,Free,0.0,Teen,Entertainment,163
MEDICAL,4.3,0,0.1-10MB,Free,0.0,Everyone,Medical,44
COMMUNICATION,4.4,401530,Varies with device,Free,0.0,Everyone,Communication,28
HOUSE_AND_HOME,4.2,27387,Varies with device,Free,0.0,Everyone,House & Home,71
SOCIAL,4.9,29,0.1-10MB,Free,0.0,Everyone,Social,164
HEALTH_AND_FITNESS,3.5,217,0.1-10MB,Free,0.0,Teen,Health & Fitness,373
FAMILY,3.4,79,30.1-40MB,Free,0.0,Everyone,Education,1192
PRODUCTIVITY,4.4,936,0.1-10MB,Paid,2.99,Everyone,Productivity,75
ENTERTAINMENT,4.2,123279,20.1-30MB,Free,0.0,Everyone 10+,Entertainment;Music & Video,219
FAMILY,3.9,46,10.1-20MB,Paid,2.99,Everyone,Puzzle,214
BUSINESS,4.6,188841,0.1-10MB,Free,0.0,Everyone,Business,71
LIFESTYLE,4.4,95557,10.1-20MB,Free,0.0,Everyone,Lifestyle,39
DATING,4.2,57083,0.1-10MB,Free,0.0,Mature 17+,Dating,35
SHOPPING,2.3,69,10.1-20MB,Free,0.0,Everyone,Shopping,165
GAME,4.5,214819,90.1-100MB,Free,0.0,Everyone,Puzzle,32
PHOTOGRAPHY,4.4,16523,Varies with device,Free,0.0,Everyone,Photography,32
TOOLS,2.8,29,10.1-20MB,Free,0.0,Everyone,Tools,494
SPORTS,4.2,18678,Varies with device,Free,0.0,Everyone,Sports,128
FAMILY,4.3,539,10.1-20MB,Free,0.0,Everyone,Entertainment,30
GAME,4.6,408292,20.1-30MB,Paid,0.99,Mature 17+,Action,50
VIDEO_PLAYERS,3.3,171,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,386
FINANCE,4.4,18,0.1-10MB,Free,0.0,Everyone,Finance,587
PERSONALIZATION,3.9,35,0.1-10MB,Free,0.0,Everyone,Personalization,61
FINANCE,4.3,1,0.1-10MB,Free,0.0,Everyone,Finance,213
WEATHER,4.3,0,0.1-10MB,Free,0.0,Everyone,Weather,140
COMMUNICATION,4.2,10,0.1-10MB,Free,0.0,Everyone,Communication,855
GAME,4.6,520962,30.1-40MB,Free,0.0,Teen,Action,429
FAMILY,4.1,44027,50.1-60MB,Free,0.0,Mature 17+,Strategy,191
GAME,4.3,20691,80.1-90MB,Free,0.0,Everyone,Racing,31
FAMILY,3.6,217,0.1-10MB,Paid,389.99,Everyone,Entertainment,70
GAME,4.4,22430188,70.1-80MB,Free,0.0,Everyone,Casual,57
FAMILY,4.5,45458,30.1-40MB,Free,0.0,Mature 17+,Entertainment,28
LIFESTYLE,3.9,77,Varies with device,Free,0.0,Everyone,Lifestyle,158
GAME,3.9,8122,20.1-30MB,Free,0.0,Mature 17+,Action,549
FAMILY,3.9,314,20.1-30MB,Free,0.0,Everyone,Casual,228
TOOLS,4.3,996,0.1-10MB,Free,0.0,Everyone,Tools,337
FOOD_AND_DRINK,3.9,464,20.1-30MB,Free,0.0,Everyone,Food & Drink,101
MEDICAL,4.8,216,Varies with device,Paid,6.99,Everyone,Medical,440
LIBRARIES_AND_DEMO,4.3,2221,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,600
COMMUNICATION,4.3,11335481,Varies with device,Free,0.0,Everyone,Communication,44
FAMILY,4.7,227401,90.1-100MB,Free,0.0,Everyone,Puzzle,43
GAME,4.7,183343,10.1-20MB,Free,0.0,Teen,Casino,95
PRODUCTIVITY,3.8,5107,0.1-10MB,Free,0.0,Everyone,Productivity,977
TRAVEL_AND_LOCAL,4.5,7153,Varies with device,Free,0.0,Everyone,Travel & Local,32
PRODUCTIVITY,4.6,6320,0.1-10MB,Free,0.0,Everyone,Productivity,629
FAMILY,4.3,131,0.1-10MB,Free,0.0,Everyone,Education,652
SOCIAL,4.3,6,0.1-10MB,Free,0.0,Teen,Social,613
FAMILY,3.8,1123,0.1-10MB,Free,0.0,Everyone,Board;Brain Games,722
PERSONALIZATION,4.8,5,30.1-40MB,Paid,0.99,Everyone,Personalization,131
VIDEO_PLAYERS,3.3,439,30.1-40MB,Free,0.0,Everyone,Video Players & Editors,910
BUSINESS,3.7,3,10.1-20MB,Paid,2.49,Everyone,Business,1523
PRODUCTIVITY,4.2,2412,0.1-10MB,Free,0.0,Everyone,Productivity,2164
FAMILY,4.8,22290,10.1-20MB,Free,0.0,Everyone,Puzzle,26
FAMILY,4.5,736824,10.1-20MB,Free,0.0,Teen,Entertainment,224
VIDEO_PLAYERS,4.8,5639,Varies with device,Paid,1.49,Everyone,Video Players & Editors,358
SPORTS,4.3,989344,50.1-60MB,Free,0.0,Teen,Sports,39
VIDEO_PLAYERS,4.3,2,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,813
MEDICAL,4.7,6,10.1-20MB,Free,0.0,Everyone,Medical,153
PRODUCTIVITY,4.3,226295,0.1-10MB,Free,0.0,Everyone,Productivity,86
NEWS_AND_MAGAZINES,4.3,2,0.1-10MB,Free,0.0,Everyone,News & Magazines,844
BUSINESS,4.3,0,10.1-20MB,Free,0.0,Everyone,Business,137
FAMILY,4.6,104676,0.1-10MB,Free,0.0,Everyone,Education,44
TOOLS,4.3,9,0.1-10MB,Free,0.0,Everyone,Tools,1023
BUSINESS,4.3,29313,10.1-20MB,Free,0.0,Everyone,Business,32
GAME,4.8,230727,80.1-90MB,Free,0.0,Everyone,Word,29
EDUCATION,4.2,642,Varies with device,Free,0.0,Everyone,Education,87
BEAUTY,4.3,30,0.1-10MB,Free,0.0,Mature 17+,Beauty,219
NEWS_AND_MAGAZINES,4.3,0,0.1-10MB,Free,0.0,Everyone,News & Magazines,68
FAMILY,2.9,31596,30.1-40MB,Free,0.0,Teen,Simulation,616
GAME,5.0,7,10.1-20MB,Free,0.0,Everyone,Arcade,338
GAME,4.5,592504,Varies with device,Free,0.0,Everyone,Music,28
COMMUNICATION,3.9,97,0.1-10MB,Free,0.0,Everyone,Communication,1204
TOOLS,4.1,29,0.1-10MB,Free,0.0,Everyone,Tools,858
BUSINESS,3.6,125,0.1-10MB,Free,0.0,Everyone,Business,977
PHOTOGRAPHY,4.0,35724,0.1-10MB,Free,0.0,Everyone,Photography,1297
ENTERTAINMENT,4.0,319691,Varies with device,Free,0.0,Teen,Entertainment,28
SOCIAL,4.2,1259894,70.1-80MB,Free,0.0,Mature 17+,Social,28
ENTERTAINMENT,3.9,22378,10.1-20MB,Free,0.0,Teen,Entertainment,54
VIDEO_PLAYERS,4.2,104551,10.1-20MB,Free,0.0,Everyone,Video Players & Editors,255
MEDICAL,4.3,2108,20.1-30MB,Free,0.0,Everyone,Medical,121
EDUCATION,4.5,14206,20.1-30MB,Free,0.0,Everyone,Education,36
FAMILY,4.3,0,Varies with device,Free,0.0,Everyone 10+,Strategy,1099
TOOLS,4.4,4934130,Varies with device,Free,0.0,Everyone,Tools,81
FOOD_AND_DRINK,4.3,3,0.1-10MB,Free,0.0,Everyone,Food & Drink,94
SOCIAL,4.4,695576,Varies with device,Free,0.0,Everyone,Social,29
COMICS,4.6,4895,30.1-40MB,Free,0.0,Everyone,Comics,29
MEDICAL,3.5,214,60.1-70MB,Paid,33.99,Everyone,Medical,333
TOOLS,4.6,3703,0.1-10MB,Free,0.0,Everyone,Tools,26
COMMUNICATION,4.0,56646578,Varies with device,Free,0.0,Everyone,Communication,30
FAMILY,4.6,2736,Varies with device,Free,0.0,Everyone,Entertainment,28
FAMILY,4.3,1,10.1-20MB,Paid,2.99,Everyone,Educational,471
COMMUNICATION,3.7,98,0.1-10MB,Free,0.0,Everyone,Communication,51
TOOLS,4.0,327914,Varies with device,Free,0.0,Everyone,Tools,142
VIDEO_PLAYERS,4.4,26421,Varies with device,Free,0.0,Everyone,Video Players & Editors,93
SHOPPING,4.4,210208,Varies with device,Free,0.0,Everyone,Shopping,30
FAMILY,4.4,30,90.1-100MB,Free,0.0,Everyone,Entertainment,153
LIFESTYLE,5.0,3,0.1-10MB,Free,0.0,Everyone,Lifestyle,1385
FAMILY,4.0,105954,40.1-50MB,Free,0.0,Teen,Simulation,87
TRAVEL_AND_LOCAL,4.5,481546,20.1-30MB,Free,0.0,Everyone,Travel & Local,25
VIDEO_PLAYERS,3.8,2093,Varies with device,Free,0.0,Everyone,Video Players & Editors,1305
GAME,4.7,59017,80.1-90MB,Free,0.0,Teen,Action,59
ENTERTAINMENT,4.5,1575,40.1-50MB,Free,0.0,Everyone,Entertainment,49
BUSINESS,4.3,0,40.1-50MB,Free,0.0,Everyone,Business,95
FAMILY,4.2,130549,Varies with device,Free,0.0,Teen,Entertainment,65
NEWS_AND_MAGAZINES,4.6,66384,10.1-20MB,Free,0.0,Teen,News & Magazines,37
LIFESTYLE,4.4,39364,20.1-30MB,Free,0.0,Everyone,Lifestyle,45
HEALTH_AND_FITNESS,4.6,71266,40.1-50MB,Free,0.0,Everyone,Health & Fitness,154
GAME,4.0,14563,70.1-80MB,Free,0.0,Everyone 10+,Adventure,252
SPORTS,4.3,14123,10.1-20MB,Free,0.0,Everyone,Sports,30
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Teen,Business,206
MEDICAL,2.8,66,0.1-10MB,Free,0.0,Everyone,Medical,675
MEDICAL,4.3,267,0.1-10MB,Free,0.0,Everyone,Medical,54
WEATHER,4.2,67854,Varies with device,Free,0.0,Everyone,Weather,29
LIFESTYLE,4.4,3829,20.1-30MB,Free,0.0,Everyone,Lifestyle,91
GAME,3.5,2071,30.1-40MB,Free,0.0,Everyone,Racing,63
PHOTOGRAPHY,4.3,0,0.1-10MB,Free,0.0,Everyone,Photography,352
SOCIAL,4.2,1259894,70.1-80MB,Free,0.0,Mature 17+,Social,28
PRODUCTIVITY,4.4,162831,40.1-50MB,Free,0.0,Everyone,Productivity,30
SOCIAL,4.8,725,0.1-10MB,Free,0.0,Teen,Social,688
TOOLS,4.2,268,0.1-10MB,Free,0.0,Everyone,Tools,191
FAMILY,3.8,16,0.1-10MB,Free,0.0,Everyone,Entertainment,37
FINANCE,4.2,883,0.1-10MB,Free,0.0,Everyone,Finance,118
DATING,4.3,3,10.1-20MB,Free,0.0,Mature 17+,Dating,47
LIBRARIES_AND_DEMO,4.0,50,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,572
PERSONALIZATION,4.6,2390099,Varies with device,Free,0.0,Teen,Personalization,27
BUSINESS,3.8,1777,0.1-10MB,Free,0.0,Everyone,Business,1566
FAMILY,4.1,59768,Varies with device,Free,0.0,Everyone,Racing;Action & Adventure,24
PRODUCTIVITY,4.6,12,10.1-20MB,Free,0.0,Everyone,Productivity,553
PERSONALIZATION,4.3,3,10.1-20MB,Free,0.0,Everyone,Personalization,87
FAMILY,4.1,21,20.1-30MB,Free,0.0,Everyone,Simulation,473
GAME,4.2,1343866,50.1-60MB,Free,0.0,Teen,Action,30
VIDEO_PLAYERS,4.3,2976,Varies with device,Paid,1.99,Everyone,Video Players & Editors,77
TRAVEL_AND_LOCAL,4.5,481546,20.1-30MB,Free,0.0,Everyone,Travel & Local,25
PRODUCTIVITY,4.0,4,0.1-10MB,Free,0.0,Everyone,Productivity,51
SPORTS,4.3,6,20.1-30MB,Free,0.0,Everyone,Sports,98
FAMILY,5.0,3,20.1-30MB,Free,0.0,Everyone,Education,58
FAMILY,4.3,1,0.1-10MB,Free,0.0,Everyone,Entertainment,146
MEDICAL,4.3,6,20.1-30MB,Free,0.0,Everyone,Medical,42
TOOLS,1.9,12,0.1-10MB,Free,0.0,Everyone,Tools,315
MAPS_AND_NAVIGATION,4.3,30,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,1247
TRAVEL_AND_LOCAL,3.1,5572,20.1-30MB,Free,0.0,Everyone,Travel & Local,50
SPORTS,4.3,1,20.1-30MB,Free,0.0,Everyone,Sports,193
HEALTH_AND_FITNESS,4.5,40296,Varies with device,Free,0.0,Everyone,Health & Fitness,77
GAME,4.1,395,50.1-60MB,Free,0.0,Teen,Action,280
FAMILY,4.1,159619,20.1-30MB,Free,0.0,Everyone,Video Players & Editors;Creativity,45
GAME,4.3,10493,40.1-50MB,Free,0.0,Mature 17+,Action,30
FAMILY,4.3,6,0.1-10MB,Paid,399.99,Everyone,Entertainment,46
TOOLS,4.0,8,0.1-10MB,Free,0.0,Everyone,Tools,24
GAME,3.9,178723,60.1-70MB,Free,0.0,Everyone,Racing,614
MEDICAL,4.4,7,0.1-10MB,Free,0.0,Everyone,Medical,223
VIDEO_PLAYERS,4.2,1008,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,1162
FAMILY,4.3,19,0.1-10MB,Free,0.0,Teen,Entertainment,1171
TOOLS,4.1,108169,Varies with device,Free,0.0,Everyone,Tools,67
PARENTING,3.8,824,50.1-60MB,Free,0.0,Everyone,Parenting,29
GAME,4.5,3198176,80.1-90MB,Free,0.0,Everyone,Arcade,50
FINANCE,1.2,44,20.1-30MB,Free,0.0,Everyone,Finance,144
PERSONALIZATION,5.0,13,0.1-10MB,Paid,1.49,Everyone,Personalization,514
VIDEO_PLAYERS,4.1,253207,10.1-20MB,Free,0.0,Everyone,Video Players & Editors,29
LIFESTYLE,4.3,1,0.1-10MB,Free,0.0,Everyone,Lifestyle,117
MEDICAL,4.0,36,30.1-40MB,Free,0.0,Everyone,Medical,223
COMMUNICATION,4.3,11335255,Varies with device,Free,0.0,Everyone,Communication,44
SPORTS,3.1,500,30.1-40MB,Free,0.0,Everyone,Sports,196
SOCIAL,4.5,412888,30.1-40MB,Free,0.0,Everyone,Social,31
COMMUNICATION,4.5,305218,Varies with device,Free,0.0,Everyone,Communication,28
MEDICAL,4.1,1533,40.1-50MB,Paid,11.99,Mature 17+,Medical,1485
FAMILY,4.3,20,0.1-10MB,Free,0.0,Everyone,Education,262
GAME,4.5,18125,10.1-20MB,Paid,4.99,Everyone,Simulation;Education,53
TOOLS,4.4,885187,20.1-30MB,Free,0.0,Everyone,Tools,43
GAME,4.4,7,30.1-40MB,Free,0.0,Everyone,Adventure,693
FAMILY,3.9,1619,0.1-10MB,Free,0.0,Everyone,Entertainment,328
HEALTH_AND_FITNESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Health & Fitness,50
DATING,4.1,537,20.1-30MB,Free,0.0,Mature 17+,Dating,155
LIFESTYLE,4.5,22,20.1-30MB,Free,0.0,Everyone,Lifestyle,773
TOOLS,4.3,87,0.1-10MB,Free,0.0,Everyone,Tools,1026
PRODUCTIVITY,4.3,1498393,10.1-20MB,Free,0.0,Everyone,Productivity,29
SPORTS,4.6,216,30.1-40MB,Free,0.0,Everyone,Sports,29
PERSONALIZATION,4.5,901110,Varies with device,Free,0.0,Everyone 10+,Personalization,52
HEALTH_AND_FITNESS,4.1,3405,50.1-60MB,Free,0.0,Everyone,Health & Fitness,37
SOCIAL,4.3,231325,0.1-10MB,Free,0.0,Everyone,Social,29
FINANCE,4.4,218,Varies with device,Free,0.0,Everyone,Finance,449
COMMUNICATION,4.3,0,0.1-10MB,Free,0.0,Everyone,Communication,212
FAMILY,4.4,899748,70.1-80MB,Free,0.0,Everyone,Casual,28
SPORTS,4.2,277904,Varies with device,Free,0.0,Mature 17+,Sports,29
FINANCE,4.6,13819,0.1-10MB,Free,0.0,Everyone,Finance,58
SPORTS,4.5,177,0.1-10MB,Free,0.0,Everyone,Sports,1079
FAMILY,4.4,854,0.1-10MB,Paid,4.99,Everyone,Casual;Pretend Play,1004
MAPS_AND_NAVIGATION,4.6,2681,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,340
PHOTOGRAPHY,4.8,130,0.1-10MB,Paid,9.99,Everyone,Photography,65
LIFESTYLE,4.3,87,0.1-10MB,Free,0.0,Everyone,Lifestyle,168
FAMILY,4.6,14,0.1-10MB,Free,0.0,Everyone,Simulation,25
PHOTOGRAPHY,4.0,15098,0.1-10MB,Free,0.0,Everyone,Photography,546
FAMILY,4.3,82471,Varies with device,Free,0.0,Everyone,Entertainment;Music & Video,57
PHOTOGRAPHY,4.1,21578,0.1-10MB,Free,0.0,Everyone,Photography,357
LIBRARIES_AND_DEMO,4.3,363,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,606
COMMUNICATION,4.1,1760,Varies with device,Free,0.0,Everyone,Communication,769
TOOLS,4.2,472904,Varies with device,Free,0.0,Everyone,Tools,260
PRODUCTIVITY,4.7,19302,0.1-10MB,Free,0.0,Everyone,Productivity,64
COMMUNICATION,4.3,0,0.1-10MB,Free,0.0,Teen,Communication,130
BOOKS_AND_REFERENCE,4.3,22401,0.1-10MB,Free,0.0,Everyone,Books & Reference,116
BOOKS_AND_REFERENCE,4.7,2440695,Varies with device,Free,0.0,Teen,Books & Reference,29
HOUSE_AND_HOME,4.0,515,0.1-10MB,Free,0.0,Everyone,House & Home,1189
LIFESTYLE,3.7,492,Varies with device,Free,0.0,Everyone 10+,Lifestyle,81
MAPS_AND_NAVIGATION,4.2,23279,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,127
HEALTH_AND_FITNESS,4.3,1,0.1-10MB,Free,0.0,Everyone,Health & Fitness,191
FAMILY,4.3,2871,10.1-20MB,Free,0.0,Everyone,Education,1211
GAME,4.5,1468638,Varies with device,Free,0.0,Mature 17+,Action,39
BUSINESS,4.0,1279184,Varies with device,Free,0.0,Everyone,Business,29
HEALTH_AND_FITNESS,2.6,13,0.1-10MB,Free,0.0,Everyone,Health & Fitness,1053
FAMILY,4.4,36,20.1-30MB,Free,0.0,Everyone,Simulation,78
TOOLS,4.4,319,0.1-10MB,Paid,2.99,Everyone,Tools,59
BUSINESS,4.2,46505,10.1-20MB,Free,0.0,Everyone,Business,29
FAMILY,4.1,5997,10.1-20MB,Free,0.0,Everyone,Simulation,217
PERSONALIZATION,5.0,1,50.1-60MB,Paid,0.99,Everyone,Personalization,76
VIDEO_PLAYERS,4.3,1215,20.1-30MB,Free,0.0,Everyone 10+,Video Players & Editors,42
GAME,4.6,2750410,Varies with device,Free,0.0,Everyone,Racing,29
DATING,4.1,11633,20.1-30MB,Free,0.0,Mature 17+,Dating,38
EDUCATION,4.1,9348,Varies with device,Free,0.0,Everyone,Education,821
PHOTOGRAPHY,4.5,12572,0.1-10MB,Free,0.0,Everyone,Photography,170
MEDICAL,4.3,56,10.1-20MB,Free,0.0,Everyone,Medical,31
FAMILY,5.0,5,60.1-70MB,Free,0.0,Everyone,Entertainment,224
SPORTS,4.2,28,0.1-10MB,Free,0.0,Everyone,Sports,75
COMMUNICATION,4.3,0,10.1-20MB,Free,0.0,Everyone,Communication,378
FINANCE,4.8,4,0.1-10MB,Free,0.0,Everyone,Finance,100
PERSONALIZATION,4.1,157495,0.1-10MB,Free,0.0,Everyone,Personalization,38
GAME,4.3,2233,30.1-40MB,Free,0.0,Everyone,Racing,184
GAME,4.6,2698882,70.1-80MB,Free,0.0,Everyone,Action,31
NEWS_AND_MAGAZINES,4.0,18976,30.1-40MB,Free,0.0,Everyone 10+,News & Magazines,86
FAMILY,4.6,263454,70.1-80MB,Free,0.0,Everyone,Puzzle,29
TOOLS,3.9,319,0.1-10MB,Paid,2.99,Everyone,Tools,490
PERSONALIZATION,4.3,19,10.1-20MB,Free,0.0,Everyone,Personalization,795
FINANCE,3.8,57,0.1-10MB,Free,0.0,Everyone,Finance,259
FAMILY,4.3,7,20.1-30MB,Paid,0.99,Everyone,Casual,102
TRAVEL_AND_LOCAL,4.3,9235373,Varies with device,Free,0.0,Everyone,Travel & Local,31
FINANCE,3.8,109,0.1-10MB,Free,0.0,Everyone,Finance,407
PERSONALIZATION,4.5,102923,10.1-20MB,Free,0.0,Everyone,Personalization,52
FAMILY,4.5,6750,40.1-50MB,Free,0.0,Everyone,Casual,79
SPORTS,4.6,666246,20.1-30MB,Free,0.0,Everyone,Sports,33
SOCIAL,4.7,38,0.1-10MB,Free,0.0,Everyone,Social,27
PERSONALIZATION,3.6,128,10.1-20MB,Free,0.0,Everyone,Personalization,338
SHOPPING,4.5,928,0.1-10MB,Free,0.0,Everyone,Shopping,29
TOOLS,4.3,1602,0.1-10MB,Free,0.0,Everyone,Tools,28
BUSINESS,4.2,46505,10.1-20MB,Free,0.0,Everyone,Business,29
PRODUCTIVITY,4.3,3016305,Varies with device,Free,0.0,Everyone,Productivity,136
FAMILY,5.0,90,Varies with device,Free,0.0,Everyone,Education,385
WEATHER,4.2,24349,0.1-10MB,Free,0.0,Everyone,Weather,109
TOOLS,2.9,164,0.1-10MB,Paid,4.99,Everyone,Tools,1266
EDUCATION,4.4,1619,0.1-10MB,Free,0.0,Everyone,Education,42
FAMILY,3.5,268,0.1-10MB,Free,0.0,Everyone,Education,949
NEWS_AND_MAGAZINES,4.5,67,10.1-20MB,Free,0.0,Everyone,News & Magazines,66
TOOLS,4.3,1,10.1-20MB,Free,0.0,Everyone,Tools,240
PRODUCTIVITY,3.2,12,0.1-10MB,Free,0.0,Everyone,Productivity,1254
TRAVEL_AND_LOCAL,4.3,7,10.1-20MB,Free,0.0,Teen,Travel & Local,360
HEALTH_AND_FITNESS,4.6,1873516,Varies with device,Free,0.0,Everyone,Health & Fitness,31
GAME,4.3,1300619,70.1-80MB,Free,0.0,Everyone,Puzzle,42
BUSINESS,4.4,42492,Varies with device,Free,0.0,Everyone,Business,51
MEDICAL,4.0,2094,20.1-30MB,Free,0.0,Everyone,Medical,36
SPORTS,4.6,10,0.1-10MB,Paid,3.88,Everyone,Sports,1969
HOUSE_AND_HOME,4.3,10054,0.1-10MB,Free,0.0,Everyone,House & Home,50
ART_AND_DESIGN,4.6,1070,20.1-30MB,Free,0.0,Everyone,Art & Design,290
COMMUNICATION,4.3,1133501,0.1-10MB,Free,0.0,Everyone,Communication,882
MAPS_AND_NAVIGATION,3.1,742,10.1-20MB,Free,0.0,Everyone,Maps & Navigation,53
MAPS_AND_NAVIGATION,4.4,1421884,30.1-40MB,Free,0.0,Everyone,Maps & Navigation,36
PRODUCTIVITY,4.6,27,0.1-10MB,Free,0.0,Everyone,Productivity,452
PRODUCTIVITY,4.3,2,30.1-40MB,Free,0.0,Everyone,Productivity,270
FINANCE,4.0,142,0.1-10MB,Free,0.0,Everyone,Finance,49
FAMILY,4.3,0,20.1-30MB,Free,0.0,Everyone,Education,66
BUSINESS,4.3,6,10.1-20MB,Free,0.0,Everyone,Business,568
GAME,2.3,278,0.1-10MB,Free,0.0,Teen,Trivia,566
FAMILY,4.4,160,0.1-10MB,Free,0.0,Everyone,Entertainment,538
LIFESTYLE,4.1,2954,Varies with device,Free,0.0,Mature 17+,Lifestyle,45
NEWS_AND_MAGAZINES,4.5,76616,0.1-10MB,Free,0.0,Everyone 10+,News & Magazines,463
TOOLS,2.8,44,40.1-50MB,Free,0.0,Everyone,Tools,72
PERSONALIZATION,4.0,30498,0.1-10MB,Free,0.0,Everyone,Personalization,1269
FAMILY,4.3,107765,70.1-80MB,Free,0.0,Everyone 10+,Strategy,98
COMMUNICATION,3.9,40751,30.1-40MB,Free,0.0,Teen,Communication,665
FAMILY,4.4,382,40.1-50MB,Free,0.0,Everyone,Education;Creativity,30
BUSINESS,3.7,195,0.1-10MB,Free,0.0,Everyone,Business,648
PHOTOGRAPHY,3.0,2,0.1-10MB,Free,0.0,Everyone,Photography,346
MEDICAL,4.5,1388,0.1-10MB,Free,0.0,Everyone,Medical,59
TOOLS,3.1,45838,10.1-20MB,Free,0.0,Everyone,Tools,37
FAMILY,3.9,974,10.1-20MB,Free,0.0,Everyone,Art & Design;Pretend Play,228
SHOPPING,4.5,37253,30.1-40MB,Free,0.0,Everyone,Shopping,28
EDUCATION,3.5,1405,0.1-10MB,Free,0.0,Everyone,Education,155
BUSINESS,4.6,822,0.1-10MB,Free,0.0,Everyone,Business,84
MEDICAL,4.0,8,Varies with device,Paid,3.99,Everyone,Medical,224
GAME,3.4,5,20.1-30MB,Free,0.0,Everyone,Arcade,1102
MEDICAL,5.0,2,10.1-20MB,Free,0.0,Everyone,Medical,100
NEWS_AND_MAGAZINES,4.7,327,30.1-40MB,Free,0.0,Everyone,News & Magazines,66
MEDICAL,3.8,24,0.1-10MB,Free,0.0,Everyone,Medical,339
TRAVEL_AND_LOCAL,2.6,122,10.1-20MB,Free,0.0,Everyone,Travel & Local,84
ENTERTAINMENT,4.0,22997,Varies with device,Free,0.0,Teen,Entertainment,65
SHOPPING,4.5,973270,10.1-20MB,Free,0.0,Teen,Shopping,25
FAMILY,3.9,1909,80.1-90MB,Free,0.0,Teen,Educational,79
GAME,3.8,8175,30.1-40MB,Free,0.0,Everyone 10+,Arcade,240
BUSINESS,3.8,1383,50.1-60MB,Free,0.0,Everyone,Business,50
FOOD_AND_DRINK,3.7,70,20.1-30MB,Free,0.0,Everyone,Food & Drink,39
