Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,days_since_update
TOOLS,4.0,448,20.1-30MB,Free,0.0,Everyone,Tools,32
FAMILY,3.5,35337,0.1-10MB,Free,0.0,Teen,Entertainment,98
NEWS_AND_MAGAZINES,4.3,24,10.1-20MB,Free,0.0,Everyone,News & Magazines,43
FAMILY,3.9,14,10.1-20MB,Free,0.0,Everyone,Education,1326
FAMILY,4.3,0,30.1-40MB,Free,0.0,Everyone,Casual,241
TRAVEL_AND_LOCAL,4.4,359403,Varies with device,Free,0.0,Everyone,Travel & Local,29
MAPS_AND_NAVIGATION,3.6,7,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,458
BOOKS_AND_REFERENCE,4.3,3,0.1-10MB,Free,0.0,Everyone,Books & Reference,988
FAMILY,4.3,8,20.1-30MB,Free,0.0,Everyone,Trivia;Education,264
TRAVEL_AND_LOCAL,3.0,331,0.1-10MB,Free,0.0,Everyone,Travel & Local,171
COMMUNICATION,4.3,659395,10.1-20MB,Free,0.0,Everyone,Communication,85
FINANCE,4.4,341090,50.1-60MB,Free,0.0,Everyone,Finance,31
FOOD_AND_DRINK,4.7,3803,10.1-20MB,Free,0.0,Everyone,Food & Drink,190
BUSINESS,4.3,1,0.1-10MB,Free,0.0,Everyone,Business,38
VIDEO_PLAYERS,4.5,504823,Varies with device,Free,0.0,Everyone,Video Players & Editors,261
MAPS_AND_NAVIGATION,3.8,181,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,56
VIDEO_PLAYERS,3.7,430643,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,92
LIFESTYLE,5.0,5,10.1-20MB,Free,0.0,Everyone,Lifestyle,858
GAME,4.2,1498648,30.1-40MB,Free,0.0,Everyone,Action,144
LIFESTYLE,5.0,5,0.1-10MB,Free,0.0,Everyone,Lifestyle,871
VIDEO_PLAYERS,4.5,6474672,Varies with device,Free,0.0,Everyone,Video Players & Editors,25
FAMILY,4.3,35,0.1-10MB,Free,0.0,Everyone,Entertainment,169
FOOD_AND_DRINK,4.5,104504,Varies with device,Free,0.0,Everyone,Food & Drink,31
PRODUCTIVITY,5.0,3,0.1-10MB,Free,0.0,Everyone,Productivity,87
PHOTOGRAPHY,4.3,4871,20.1-30MB,Free,0.0,Everyone,Photography,165
PERSONALIZATION,4.3,2,10.1-20MB,Free,0.0,Teen,Personalization,813
SPORTS,4.1,288809,0.1-10MB,Free,0.0,Everyone,Sports,338
FAMILY,3.9,253,10.1-20MB,Free,0.0,Everyone,Entertainment,156
AUTO_AND_VEHICLES,4.8,4,0.1-10MB,Free,0.0,Everyone,Auto & Vehicles,276
FAMILY,4.0,939,30.1-40MB,Free,0.0,Everyone,Role Playing,84
NEWS_AND_MAGAZINES,4.6,30,0.1-10MB,Free,0.0,Everyone,News & Magazines,164
MEDICAL,4.4,12,0.1-10MB,Paid,16.99,Everyone,Medical,581
TOOLS,4.2,75,20.1-30MB,Free,0.0,Everyone,Tools,212
PERSONALIZATION,4.3,60298,10.1-20MB,Free,0.0,Everyone,Personalization,1331
EDUCATION,4.7,314299,0.1-10MB,Free,0.0,Everyone,Education,121
TOOLS,4.3,0,0.1-10MB,Free,0.0,Everyone,Tools,1173
FAMILY,1.9,76,10.1-20MB,Free,0.0,Everyone,Education,1660
PRODUCTIVITY,4.4,80119,Varies with device,Free,0.0,Everyone,Productivity,67
TOOLS,4.4,211308,Varies with device,Free,0.0,Everyone,Tools,29
TOOLS,4.6,1092,0.1-10MB,Free,0.0,Everyone,Tools,2256
FINANCE,4.6,25744,Varies with device,Free,0.0,Everyone,Finance,32
GAME,4.3,0,20.1-30MB,Free,0.0,Everyone,Arcade,53
GAME,4.0,82,0.1-10MB,Free,0.0,Everyone,Action,1152
HOUSE_AND_HOME,4.0,6000,10.1-20MB,Free,0.0,Everyone,House & Home,34
COMMUNICATION,4.4,9,0.1-10MB,Free,0.0,Everyone,Communication,459
PHOTOGRAPHY,4.3,14453,20.1-30MB,Free,0.0,Everyone,Photography,171
NEWS_AND_MAGAZINES,5.0,22,20.1-30MB,Free,0.0,Everyone,News & Magazines,82
ENTERTAINMENT,3.9,9941,Varies with device,Free,0.0,Teen,Entertainment,420
FAMILY,4.2,731,Varies with device,Free,0.0,Everyone,Educational;Education,34
BUSINESS,4.3,0,0.1-10MB,Free,0.0,Everyone,Business,331
LIBRARIES_AND_DEMO,4.6,237,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,338
VIDEO_PLAYERS,4.4,1031045,Varies with device,Free,0.0,Everyone,Video Players & Editors,32
MEDICAL,4.5,1686,10.1-20MB,Free,0.0,Everyone,Medical,32
PERSONALIZATION,3.5,1042,0.1-10MB,Free,0.0,Everyone,Personalization,1487
GAME,4.4,382100,Varies with device,Free,0.0,Teen,Casino,51
TRAVEL_AND_LOCAL,4.2,6762,0.1-10MB,Free,0.0,Everyone,Travel & Local,1144
MAPS_AND_NAVIGATION,4.3,16657,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,45
SHOPPING,4.1,68406,20.1-30MB,Free,0.0,Everyone,Shopping,37
COMMUNICATION,4.3,9642112,Varies with device,Free,0.0,Everyone,Communication,30
GAME,4.5,70,0.1-10MB,Free,0.0,Everyone,Board,110
PERSONALIZATION,4.5,90,30.1-40MB,Paid,1.99,Everyone,Personalization,27
LIFESTYLE,5.0,3,0.1-10MB,Free,0.0,Everyone,Lifestyle,33
EDUCATION,4.5,172508,70.1-80MB,Free,0.0,Everyone,Education;Education,65
PRODUCTIVITY,4.2,4737,0.1-10MB,Free,0.0,Everyone,Productivity,1009
COMICS,4.4,5968,0.1-10MB,Free,0.0,Everyone,Comics,95
SHOPPING,4.6,69,0.1-10MB,Free,0.0,Everyone,Shopping,77
TRAVEL_AND_LOCAL,4.0,875,20.1-30MB,Free,0.0,Everyone,Travel & Local,28
COMMUNICATION,3.6,20769,10.1-20MB,Free,0.0,Everyone,Communication,51
COMMUNICATION,3.4,37,10.1-20MB,Free,0.0,Everyone,Communication,1379
COMMUNICATION,4.3,0,10.1-20MB,Paid,0.99,Everyone,Communication,36
FAMILY,4.3,0,10.1-20MB,Free,0.0,Everyone,Education,1529
LIFESTYLE,1.5,2,0.1-10MB,Free,0.0,Everyone,Lifestyle,85
FAMILY,4.3,0,50.1-60MB,Free,0.0,Everyone,Education,213
LIFESTYLE,1.7,686,0.1-10MB,Free,0.0,Everyone,Lifestyle,51
TRAVEL_AND_LOCAL,4.4,75,10.1-20MB,Free,0.0,Everyone,Travel & Local,100
FAMILY,4.3,0,10.1-20MB,Free,0.0,Everyone,Educational;Education,108
LIFESTYLE,4.7,20304,20.1-30MB,Free,0.0,Everyone,Lifestyle,31
DATING,4.3,4,0.1-10MB,Paid,3.99,Teen,Dating,29
FAMILY,5.0,7,10.1-20MB,Free,0.0,Everyone,Education,720
FAMILY,4.3,34514,50.1-60MB,Free,0.0,Everyone,Puzzle;Brain Games,42
PERSONALIZATION,4.1,12180,0.1-10MB,Free,0.0,Everyone,Personalization,615
COMMUNICATION,4.2,15287,10.1-20MB,Free,0.0,Everyone,Communication,219
TOOLS,4.2,533,0.1-10MB,Free,0.0,Everyone,Tools,333
PRODUCTIVITY,4.1,71432,0.1-10MB,Free,0.0,Everyone,Productivity,303
FAMILY,4.2,540,0.1-10MB,Free,0.0,Everyone,Entertainment,30
HEALTH_AND_FITNESS,4.5,144040,50.1-60MB,Free,0.0,Everyone,Health & Fitness,35
SPORTS,4.0,68935,40.1-50MB,Free,0.0,Everyone,Sports,65
AUTO_AND_VEHICLES,4.3,21,10.1-20MB,Paid,1.49,Everyone,Auto & Vehicles,35
NEWS_AND_MAGAZINES,3.8,881,0.1-10MB,Free,0.0,Everyone,News & Magazines,1684
LIFESTYLE,4.6,815280,0.1-10MB,Free,0.0,Everyone,Lifestyle,62
PRODUCTIVITY,4.3,201718,30.1-40MB,Free,0.0,Everyone,Productivity,51
GAME,4.1,13304,0.1-10MB,Free,0.0,Everyone,Arcade,639
DATING,2.5,5377,10.1-20MB,Free,0.0,Mature 17+,Dating,31
FAMILY,4.4,3570,20.1-30MB,Paid,2.99,Everyone 10+,Strategy,343
LIFESTYLE,4.5,16426,0.1-10MB,Free,0.0,Everyone,Lifestyle,551
FAMILY,5.0,100,0.1-10MB,Free,0.0,Everyone,Education,117
FAMILY,5.0,22,0.1-10MB,Free,0.0,Everyone,Education,297
SOCIAL,4.7,3873,60.1-70MB,Free,0.0,Teen,Social,49
FOOD_AND_DRINK,4.8,1250,10.1-20MB,Free,0.0,Everyone,Food & Drink,34
FAMILY,4.4,86961,90.1-100MB,Free,0.0,Everyone,Casual;Action & Adventure,87
TOOLS,2.5,15,0.1-10MB,Free,0.0,Everyone,Tools,720
BUSINESS,4.5,3079,0.1-10MB,Free,0.0,Everyone,Business,29
NEWS_AND_MAGAZINES,4.7,143,20.1-30MB,Paid,0.99,Mature 17+,News & Magazines,36
FAMILY,3.5,352,0.1-10MB,Free,0.0,Everyone,Entertainment,404
LIFESTYLE,5.0,10,0.1-10MB,Free,0.0,Everyone,Lifestyle,777
FOOD_AND_DRINK,3.6,742,40.1-50MB,Free,0.0,Everyone,Food & Drink,37
DATING,4.1,10,10.1-20MB,Free,0.0,Everyone,Dating,506
TRAVEL_AND_LOCAL,4.2,556,0.1-10MB,Free,0.0,Everyone,Travel & Local,37
PHOTOGRAPHY,4.3,244371,Varies with device,Free,0.0,Everyone,Photography,57
MEDICAL,4.9,18,0.1-10MB,Free,0.0,Everyone,Medical,226
GAME,4.4,201426,70.1-80MB,Free,0.0,Teen,Action,29
PHOTOGRAPHY,2.6,201,0.1-10MB,Free,0.0,Everyone,Photography,486
BUSINESS,3.8,70,Varies with device,Free,0.0,Everyone,Business,674
PERSONALIZATION,4.1,131,0.1-10MB,Paid,4.99,Everyone,Personalization,1272
FAMILY,2.4,468,0.1-10MB,Free,0.0,Everyone,Entertainment,181
PRODUCTIVITY,4.3,369,10.1-20MB,Free,0.0,Everyone,Productivity,44
PRODUCTIVITY,4.3,1905,0.1-10MB,Free,0.0,Everyone,Productivity,1049
PHOTOGRAPHY,4.5,10847682,Varies with device,Free,0.0,Everyone,Photography,30
SOCIAL,3.9,8936,Varies with device,Free,0.0,Everyone,Social,470
DATING,4.4,667,20.1-30MB,Free,0.0,Mature 17+,Dating,28
FOOD_AND_DRINK,4.7,51517,Varies with device,Free,0.0,Everyone,Food & Drink,30
LIFESTYLE,4.8,74,0.1-10MB,Free,0.0,Teen,Lifestyle,1066
SHOPPING,4.2,5121,0.1-10MB,Free,0.0,Everyone,Shopping,49
GAME,1.0,1,0.1-10MB,Free,0.0,Everyone,Card,102
TOOLS,2.9,452,0.1-10MB,Free,0.0,Everyone,Tools,410
BUSINESS,4.3,0,0.1-10MB,Paid,0.99,Everyone,Business,258
PERSONALIZATION,4.3,2,10.1-20MB,Free,0.0,Teen,Personalization,698
FAMILY,4.3,41,0.1-10MB,Paid,2.99,Everyone,Education;Pretend Play,92
PHOTOGRAPHY,4.4,70189,10.1-20MB,Free,0.0,Teen,Photography,1116
SPORTS,3.0,26,10.1-20MB,Free,0.0,Everyone,Sports,479
SOCIAL,4.2,226,10.1-20MB,Free,0.0,Everyone 10+,Social,212
GAME,4.4,1107197,Varies with device,Free,0.0,Teen,Adventure,30
ENTERTAINMENT,4.2,613059,20.1-30MB,Free,0.0,Everyone,Entertainment,36
PHOTOGRAPHY,4.4,3368705,Varies with device,Free,0.0,Everyone,Photography,46
PERSONALIZATION,4.4,18918,10.1-20MB,Free,0.0,Everyone,Personalization,73
FINANCE,4.4,250706,30.1-40MB,Free,0.0,Everyone,Finance,31
FAMILY,4.2,32200,10.1-20MB,Free,0.0,Everyone,Casual;Pretend Play,298
FAMILY,4.5,47644,20.1-30MB,Free,0.0,Everyone,Adventure;Action & Adventure,92
FAMILY,2.3,50,0.1-10MB,Free,0.0,Everyone,Entertainment,314
FAMILY,4.4,289,10.1-20MB,Free,0.0,Everyone,Entertainment,195
TRAVEL_AND_LOCAL,4.6,470,20.1-30MB,Free,0.0,Everyone,Travel & Local,172
EVENTS,4.3,2,20.1-30MB,Free,0.0,Teen,Events,288
HEALTH_AND_FITNESS,4.0,265,0.1-10MB,Free,0.0,Everyone,Health & Fitness,1114
BOOKS_AND_REFERENCE,4.1,85842,30.1-40MB,Free,0.0,Everyone,Books & Reference,67
GAME,2.8,48,10.1-20MB,Free,0.0,Teen,Card,873
PRODUCTIVITY,5.0,43,0.1-10MB,Free,0.0,Everyone,Productivity,297
TRAVEL_AND_LOCAL,4.5,481546,20.1-30MB,Free,0.0,Everyone,Travel & Local,25
FOOD_AND_DRINK,4.6,42,0.1-10MB,Free,0.0,Teen,Food & Drink,44
GAME,3.9,145931,40.1-50MB,Free,0.0,Teen,Action,92
VIDEO_PLAYERS,3.9,39495,50.1-60MB,Free,0.0,Everyone,Video Players & Editors,66
GAME,3.6,214,0.1-10MB,Free,0.0,Everyone,Adventure,43
BEAUTY,4.3,0,Varies with device,Free,0.0,Everyone,Beauty,130
MAPS_AND_NAVIGATION,4.2,453,30.1-40MB,Paid,2.99,Everyone,Maps & Navigation,151
FINANCE,4.4,5,20.1-30MB,Free,0.0,Everyone,Finance,128
FINANCE,4.3,3,10.1-20MB,Free,0.0,Everyone,Finance,59
BOOKS_AND_REFERENCE,4.3,5,0.1-10MB,Free,0.0,Everyone,Books & Reference,732
TOOLS,3.4,17030,Varies with device,Free,0.0,Everyone,Tools,476
SOCIAL,4.5,228737,Varies with device,Free,0.0,Everyone,Social,780
GAME,4.3,146,0.1-10MB,Free,0.0,Mature 17+,Music,184
GAME,4.2,162,30.1-40MB,Free,0.0,Everyone,Arcade,98
PERSONALIZATION,4.5,292,0.1-10MB,Free,0.0,Everyone,Personalization,534
MEDICAL,4.3,2,0.1-10MB,Free,0.0,Everyone,Medical,43
MEDICAL,3.6,10,10.1-20MB,Free,0.0,Everyone,Medical,284
FAMILY,4.3,525552,40.1-50MB,Free,0.0,Everyone,Action;Action & Adventure,320
PERSONALIZATION,4.7,26,0.1-10MB,Free,0.0,Everyone,Personalization,546
DATING,4.0,337,30.1-40MB,Free,0.0,Mature 17+,Dating,31
GAME,5.0,7,10.1-20MB,Free,0.0,Everyone,Arcade,39
LIFESTYLE,3.3,25,0.1-10MB,Free,0.0,Everyone,Lifestyle,1270
MEDICAL,4.0,15,0.1-10MB,Paid,14.99,Everyone,Medical,30
SOCIAL,4.3,3781770,Varies with device,Free,0.0,Mature 17+,Social,29
TOOLS,3.9,4374,10.1-20MB,Free,0.0,Everyone,Tools,67
FAMILY,2.9,975,40.1-50MB,Free,0.0,Everyone,Simulation,550
GAME,4.7,191,0.1-10MB,Free,0.0,Everyone,Trivia,31
SHOPPING,4.5,315908,50.1-60MB,Free,0.0,Everyone,Shopping,30
GAME,4.2,369203,20.1-30MB,Free,0.0,Everyone,Casual;Pretend Play,136
HEALTH_AND_FITNESS,4.5,233243,Varies with device,Free,0.0,Everyone,Health & Fitness,39
TRAVEL_AND_LOCAL,4.1,60,10.1-20MB,Free,0.0,Everyone,Travel & Local,1121
SOCIAL,4.1,161610,10.1-20MB,Free,0.0,Teen,Social,26
COMMUNICATION,4.7,573,50.1-60MB,Free,0.0,Mature 17+,Communication,59
TOOLS,4.4,16192,0.1-10MB,Free,0.0,Everyone,Tools,779
LIFESTYLE,4.0,448,0.1-10MB,Free,0.0,Everyone,Lifestyle,84
EVENTS,4.3,456,0.1-10MB,Free,0.0,Everyone,Events,71
LIFESTYLE,3.5,7869,20.1-30MB,Free,0.0,Everyone,Lifestyle,30
SOCIAL,4.5,637309,Varies with device,Free,0.0,Teen,Social,44
FAMILY,4.1,23609,30.1-40MB,Free,0.0,Teen,Casual,140
HOUSE_AND_HOME,4.0,2382,0.1-10MB,Free,0.0,Everyone,House & Home,1242
SOCIAL,4.3,39,10.1-20MB,Free,0.0,Everyone,Social,505
GAME,4.3,137696,50.1-60MB,Free,0.0,Mature 17+,Word,43
PRODUCTIVITY,4.3,0,10.1-20MB,Free,0.0,Everyone,Productivity,52
TOOLS,4.3,123,0.1-10MB,Free,0.0,Everyone,Tools,335
WEATHER,4.4,4184,0.1-10MB,Free,0.0,Everyone,Weather,158
HEALTH_AND_FITNESS,4.6,48226,20.1-30MB,Free,0.0,Everyone,Health & Fitness,179
PRODUCTIVITY,4.3,4441,Varies with device,Free,0.0,Everyone,Productivity,74
GAME,3.8,13388,0.1-10MB,Free,0.0,Everyone,Arcade,1103
DATING,4.3,21,0.1-10MB,Free,0.0,Mature 17+,Dating,35
FOOD_AND_DRINK,4.2,10225,30.1-40MB,Free,0.0,Everyone,Food & Drink,25
FAMILY,3.7,70105,60.1-70MB,Free,0.0,Everyone,Casual,86
MAPS_AND_NAVIGATION,3.7,13,0.1-10MB,Free,0.0,Everyone,Maps & Navigation,1348
MEDICAL,3.7,9,0.1-10MB,Free,0.0,Everyone,Medical,41
TOOLS,4.3,77717,10.1-20MB,Free,0.0,Everyone,Tools,610
EDUCATION,4.4,56897,90.1-100MB,Free,0.0,Everyone,Education;Brain Games,592
BUSINESS,1.7,84,0.1-10MB,Free,0.0,Everyone,Business,1403
COMMUNICATION,4.3,3,0.1-10MB,Free,0.0,Teen,Communication,24
FAMILY,4.7,6297590,Varies with device,Free,0.0,Everyone,Education;Education,25
COMMUNICATION,4.2,88427,0.1-10MB,Free,0.0,Everyone,Communication,237
FAMILY,4.3,43060,90.1-100MB,Free,0.0,Everyone,Action;Action & Adventure,63
MEDICAL,4.3,0,0.1-10MB,Paid,0.99,Everyone,Medical,38
SPORTS,4.1,288809,0.1-10MB,Free,0.0,Everyone,Sports,338
FAMILY,4.5,2062,40.1-50MB,Free,0.0,Everyone,Strategy;Education,78
FINANCE,3.5,196,20.1-30MB,Free,0.0,Everyone,Finance,376
PHOTOGRAPHY,4.1,43296,Varies with device,Free,0.0,Everyone,Photography,345
LIBRARIES_AND_DEMO,3.8,67007,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,2004
PERSONALIZATION,4.4,2591941,Varies with device,Free,0.0,Everyone,Personalization,42
FAMILY,4.2,1484,40.1-50MB,Free,0.0,Everyone,Strategy,47
LIFESTYLE,2.9,6627,10.1-20MB,Free,0.0,Everyone,Lifestyle,30
TOOLS,4.5,342336,Varies with device,Free,0.0,Everyone,Tools;Education,1117
AUTO_AND_VEHICLES,4.9,73,20.1-30MB,Free,0.0,Everyone,Auto & Vehicles,87
HEALTH_AND_FITNESS,4.5,50679,30.1-40MB,Free,0.0,Everyone,Health & Fitness,30
COMMUNICATION,4.2,83239,10.1-20MB,Free,0.0,Everyone,Communication,134
PRODUCTIVITY,4.2,2537,0.1-10MB,Free,0.0,Everyone,Productivity,233
FINANCE,3.6,48,20.1-30MB,Free,0.0,Everyone,Finance,148
FOOD_AND_DRINK,4.0,1077,10.1-20MB,Free,0.0,Everyone,Food & Drink,317
FAMILY,4.5,15924,0.1-10MB,Paid,7.99,Teen,Role Playing,534
NEWS_AND_MAGAZINES,3.0,2,10.1-20MB,Free,0.0,Everyone,News & Magazines,44
MEDICAL,4.0,15,0.1-10MB,Paid,14.99,Everyone,Medical,30
TOOLS,3.6,1166,0.1-10MB,Free,0.0,Everyone,Tools,1250
FAMILY,4.0,785,30.1-40MB,Free,0.0,Teen,Entertainment,1185
TOOLS,3.3,218,0.1-10MB,Free,0.0,Everyone,Tools,1026
EVENTS,5.0,16,0.1-10MB,Free,0.0,Everyone,Events,53
FAMILY,5.0,4,0.1-10MB,Free,0.0,Everyone,Education,56
GAME,4.6,1432809,20.1-30MB,Free,0.0,Mature 17+,Action,33
HEALTH_AND_FITNESS,4.0,2490,0.1-10MB,Free,0.0,Everyone 10+,Health & Fitness,560
GAME,4.3,7,10.1-20MB,Free,0.0,Everyone,Arcade,266
TRAVEL_AND_LOCAL,4.4,57556,Varies with device,Free,0.0,Everyone,Travel & Local,31
WEATHER,4.5,25243,20.1-30MB,Paid,2.99,Everyone,Weather,30
PHOTOGRAPHY,4.0,675,10.1-20MB,Free,0.0,Everyone,Photography,398
EVENTS,4.3,9,30.1-40MB,Free,0.0,Everyone,Events,94
FINANCE,4.3,4,0.1-10MB,Free,0.0,Everyone,Finance,659
FINANCE,4.4,126447,Varies with device,Free,0.0,Everyone,Finance,30
PERSONALIZATION,4.3,0,10.1-20MB,Paid,0.99,Everyone,Personalization,272
SPORTS,4.5,152,30.1-40MB,Free,0.0,Everyone,Sports,94
PRODUCTIVITY,3.9,17,0.1-10MB,Free,0.0,Everyone,Productivity,495
GAME,4.1,74842,90.1-100MB,Free,0.0,Teen,Action,617
VIDEO_PLAYERS,4.3,1628,10.1-20MB,Free,0.0,Everyone,Video Players & Editors,178
LIBRARIES_AND_DEMO,4.5,399,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,101
FAMILY,4.3,322976,Varies with device,Free,0.0,Teen,Simulation,79
FAMILY,4.4,108,Varies with device,Free,0.0,Everyone,Education,154
MEDICAL,4.3,0,20.1-30MB,Free,0.0,Everyone,Medical,38
FAMILY,4.6,111741,60.1-70MB,Free,0.0,Teen,Simulation,185
SHOPPING,4.4,134,0.1-10MB,Free,0.0,Everyone,Shopping,1914
FAMILY,4.3,0,0.1-10MB,Paid,1.99,Everyone,Education,397
LIFESTYLE,4.3,5,10.1-20MB,Free,0.0,Everyone,Lifestyle,683
BOOKS_AND_REFERENCE,4.6,218451,0.1-10MB,Free,0.0,Everyone,Books & Reference,103
AUTO_AND_VEHICLES,4.9,6090,20.1-30MB,Free,0.0,Everyone,Auto & Vehicles,59
GAME,4.3,25094,80.1-90MB,Free,0.0,Teen,Role Playing,56
MEDICAL,4.1,698,0.1-10MB,Free,0.0,Everyone 10+,Medical,1305
HEALTH_AND_FITNESS,4.1,18539,50.1-60MB,Free,0.0,Everyone,Health & Fitness,32
FAMILY,4.2,23292,10.1-20MB,Free,0.0,Everyone,Simulation,346
FAMILY,4.5,6396,0.1-10MB,Free,0.0,Everyone,Entertainment,379
MEDICAL,3.9,22,0.1-10MB,Free,0.0,Everyone,Medical,543
FAMILY,3.8,32600,20.1-30MB,Free,0.0,Everyone,Casual,555
PRODUCTIVITY,4.4,228755,Varies with device,Free,0.0,Everyone,Productivity,43
GAME,4.0,263907,60.1-70MB,Free,0.0,Everyone 10+,Action,668
PHOTOGRAPHY,4.4,5282558,Varies with device,Free,0.0,Everyone,Photography,32
HEALTH_AND_FITNESS,4.5,6238,0.1-10MB,Free,0.0,Everyone,Health & Fitness,32
TRAVEL_AND_LOCAL,4.4,6012,80.1-90MB,Free,0.0,Everyone,Travel & Local,179
SHOPPING,4.2,2099,0.1-10MB,Free,0.0,Everyone,Shopping,251
BUSINESS,4.2,1661,40.1-50MB,Free,0.0,Everyone,Business,29
LIFESTYLE,4.0,5208,0.1-10MB,Free,0.0,Teen,Lifestyle,281
FINANCE,4.3,0,0.1-10MB,Free,0.0,Everyone,Finance,58
WEATHER,4.4,2052407,Varies with device,Free,0.0,Everyone,Weather,29
MEDICAL,4.3,1,20.1-30MB,Free,0.0,Everyone,Medical,185
FAMILY,3.9,1938,60.1-70MB,Free,0.0,Teen,Educational,98
FAMILY,2.5,706,Varies with device,Free,0.0,Everyone,Education,170
FAMILY,4.9,36,0.1-10MB,Free,0.0,Teen,Education,67
BOOKS_AND_REFERENCE,4.4,2709,0.1-10MB,Free,0.0,Everyone,Books & Reference,51
GAME,4.8,526595,40.1-50MB,Free,0.0,Everyone 10+,Arcade,66
TOOLS,4.1,33216,Varies with device,Free,0.0,Everyone,Tools,87
SPORTS,4.3,3,20.1-30MB,Free,0.0,Everyone,Sports,193
NEWS_AND_MAGAZINES,3.6,3311,0.1-10MB,Free,0.0,Everyone,News & Magazines,129
TOOLS,4.5,799206,0.1-10MB,Free,0.0,Everyone,Tools,30
GAME,4.6,1591129,40.1-50MB,Free,0.0,Everyone,Arcade,252
SOCIAL,4.3,1157003,30.1-40MB,Free,0.0,Everyone,Social,319
NEWS_AND_MAGAZINES,3.9,877635,10.1-20MB,Free,0.0,Teen,News & Magazines,30
FAMILY,4.4,174,0.1-10MB,Free,0.0,Everyone,Education,134
PRODUCTIVITY,4.3,3252896,40.1-50MB,Free,0.0,Everyone,Productivity,29
LIFESTYLE,4.0,2789775,60.1-70MB,Free,0.0,Mature 17+,Lifestyle,29
FAMILY,4.4,272321,Varies with device,Free,0.0,Everyone,Education;Brain Games,28
PERSONALIZATION,4.1,2828,0.1-10MB,Free,0.0,Everyone,Personalization,586
PARENTING,4.3,63,0.1-10MB,Free,0.0,Everyone,Parenting,99
COMMUNICATION,4.3,5,20.1-30MB,Free,0.0,Everyone,Communication,654
BEAUTY,3.9,32090,Varies with device,Free,0.0,Everyone,Beauty,676
PRODUCTIVITY,4.6,209696,40.1-50MB,Free,0.0,Everyone,Productivity,74
GAME,4.6,9882639,70.1-80MB,Free,0.0,Everyone,Sports,46
FAMILY,3.8,2925,90.1-100MB,Paid,4.77,Teen,Role Playing,30
COMMUNICATION,3.7,481,0.1-10MB,Paid,0.99,Everyone,Communication,989
FAMILY,3.8,1652,70.1-80MB,Free,0.0,Everyone,Simulation,51
FAMILY,4.2,886418,0.1-10MB,Free,0.0,Everyone,Strategy,62
BUSINESS,3.3,2915,0.1-10MB,Free,0.0,Everyone,Business,301
TOOLS,4.3,33,0.1-10MB,Paid,3.99,Everyone,Tools,1283
SHOPPING,4.7,221,0.1-10MB,Free,0.0,Teen,Shopping,395
GAME,4.2,422244,30.1-40MB,Free,0.0,Teen,Arcade,130
PARENTING,4.0,3789,40.1-50MB,Free,0.0,Everyone,Parenting;Education,71
COMMUNICATION,3.5,33,0.1-10MB,Free,0.0,Everyone,Communication,347
NEWS_AND_MAGAZINES,4.3,41,0.1-10MB,Free,0.0,Everyone,News & Magazines,934
FAMILY,4.5,49381,0.1-10MB,Free,0.0,Everyone,Puzzle,67
FINANCE,4.3,10,10.1-20MB,Free,0.0,Everyone,Finance,108
PRODUCTIVITY,4.3,549900,50.1-60MB,Free,0.0,Everyone,Productivity,44
LIBRARIES_AND_DEMO,4.0,45,0.1-10MB,Free,0.0,Everyone,Libraries & Demo,572
FAMILY,4.6,407694,Varies with device,Free,0.0,Teen,Simulation,43
MAPS_AND_NAVIGATION,4.5,56409,40.1-50MB,Free,0.0,Everyone,Maps & Navigation,66
TRAVEL_AND_LOCAL,2.3,23,40.1-50MB,Free,0.0,Everyone,Travel & Local,74
FAMILY,3.7,22,80.1-90MB,Free,0.0,Everyone,Entertainment,52
VIDEO_PLAYERS,3.9,3484,0.1-10MB,Free,0.0,Everyone,Video Players & Editors,1002
PERSONALIZATION,3.7,10796,0.1-10MB,Free,0.0,Everyone,Personalization,56
TOOLS,3.4,202,10.1-20MB,Free,0.0,Everyone,Tools,441
GAME,4.4,104303,Varies with device,Free,0.0,Everyone,Arcade,29
PERSONALIZATION,4.6,5,0.1-10MB,Free,0.0,Mature 17+,Personalization,201
COMMUNICATION,2.7,560,30.1-40MB,Free,0.0,Everyone,Communication,37
FAMILY,2.8,5,0.1-10MB,Paid,0.99,Everyone,Role Playing,1308
FAMILY,4.6,498,0.1-10MB,Free,0.0,Everyone,Education,320
COMMUNICATION,4.1,26,0.1-10MB,Free,0.0,Everyone,Communication,280
SPORTS,4.6,688,Varies with device,Free,0.0,Everyone,Sports,1332
PERSONALIZATION,4.7,51,0.1-10MB,Free,0.0,Everyone,Personalization,1792
SHOPPING,4.2,470,0.1-10MB,Paid,2.99,Everyone,Shopping,45
FAMILY,4.3,920571,20.1-30MB,Free,0.0,Everyone 10+,Card;Action & Adventure,591
PERSONALIZATION,4.3,9,10.1-20MB,Free,0.0,Teen,Personalization,73
FAMILY,3.9,65119,40.1-50MB,Free,0.0,Everyone 10+,Strategy,101
