Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
VIDEO_PLAYERS,3.8,19738,30.1-40MB,Free,0,Teen,Video Players & Editors,"August 7, 2018"
TOOLS,4.1,533,0.1-10MB,Free,0,Everyone,Tools,"July 22, 2017"
FAMILY,4.3,2806,20.1-30MB,Free,0,Teen,Entertainment,"March 20, 2018"
SHOPPING,4.2,31519,20.1-30MB,Free,0,Everyone,Shopping,"June 12, 2018"
HEALTH_AND_FITNESS,4.3,9,0.1-10MB,Free,0,Everyone,Health & Fitness,"June 4, 2015"
TRAVEL_AND_LOCAL,5.0,3,0.1-10MB,Free,0,Everyone,Travel & Local,"November 28, 2016"
GAME,3.7,42529,90.1-100MB,Paid,1.99,Teen,Action,"November 23, 2016"
ART_AND_DESIGN,4.0,591,0.1-10MB,Free,0,Everyone,Art & Design,"March 31, 2018"
SPORTS,3.1,78442,20.1-30MB,Free,0,Everyone,Sports,"June 22, 2018"
SHOPPING,5.0,2,0.1-10MB,Free,0,Teen,Shopping,"February 16, 2018"
TRAVEL_AND_LOCAL,4.3,0,0.1-10MB,Free,0,Everyone,Travel & Local,"August 13, 2016"
BEAUTY,4.5,473,0.1-10MB,Free,0,Mature 17+,Beauty,"March 1, 2017"
FAMILY,4.3,4207,20.1-30MB,Free,0,Everyone,Music;Music & Video,"July 23, 2018"
FAMILY,4.1,15246,70.1-80MB,Free,0,Everyone,Simulation;Action & Adventure,"July 12, 2017"
DATING,4.3,104,10.1-20MB,Free,0,Mature 17+,Dating,"July 22, 2018"
GAME,4.0,32522,40.1-50MB,Free,0,Everyone,Racing,"January 25, 2016"
TOOLS,3.6,7357,10.1-20MB,Free,0,Everyone,Tools,"July 12, 2018"
NEWS_AND_MAGAZINES,4.1,56807,Varies with device,Free,0,Everyone 10+,News & Magazines,"July 30, 2018"
LIFESTYLE,4.7,759,10.1-20MB,Free,0,Everyone 10+,Lifestyle,"January 22, 2018"
FAMILY,4.1,413,0.1-10MB,Free,0,Everyone,Puzzle,"February 15, 2016"
NEWS_AND_MAGAZINES,4.5,357944,10.1-20MB,Free,0,Everyone,News & Magazines,"July 12, 2018"
PRODUCTIVITY,4.6,38,10.1-20MB,Free,0,Everyone,Productivity,"July 17, 2018"
FAMILY,4.5,93,0.1-10MB,Free,0,Everyone,Entertainment,"February 5, 2018"
SHOPPING,3.9,34171,Varies with device,Free,0,Everyone,Shopping,"July 24, 2018"
SPORTS,4.3,1,20.1-30MB,Free,0,Everyone,Sports,"February 19, 2018"
SHOPPING,4.5,6211039,10.1-20MB,Free,0,Everyone,Shopping,"August 3, 2018"
HEALTH_AND_FITNESS,4.7,14810,Varies with device,Free,0,Everyone,Health & Fitness,"July 24, 2018"
HEALTH_AND_FITNESS,4.5,121838,10.1-20MB,Free,0,Everyone,Health & Fitness,"May 23, 2018"
DATING,3.5,241,0.1-10MB,Free,0,Mature 17+,Dating,"June 1, 2018"
FINANCE,4.2,347874,Varies with device,Free,0,Everyone,Finance,"July 26, 2018"
NEWS_AND_MAGAZINES,4.3,296781,Varies with device,Free,0,Everyone 10+,News & Magazines,"July 24, 2018"
FINANCE,4.7,7514,10.1-20MB,Free,0,Everyone,Finance,"July 31, 2018"
PARENTING,4.3,31,80.1-90MB,Free,0,Everyone,Parenting;Education,"June 15, 2018"
MAPS_AND_NAVIGATION,4.6,7232629,Varies with device,Free,0,Everyone,Maps & Navigation,"July 29, 2018"
GAME,4.4,4638163,90.1-100MB,Free,0,Everyone 10+,Arcade,"July 19, 2018"
FAMILY,4.3,11950,10.1-20MB,Free,0,Everyone,Educational;Education,"July 12, 2018"
HEALTH_AND_FITNESS,4.5,559262,Varies with device,Free,0,Everyone,Health & Fitness,"July 11, 2018"
PERSONALIZATION,4.3,0,10.1-20MB,Free,0,Teen,Personalization,"April 13, 2018"
SPORTS,4.3,926,0.1-10MB,Free,0,Everyone,Sports,"January 17, 2018"
VIDEO_PLAYERS,4.4,953894,30.1-40MB,Free,0,Everyone,Video Players & Editors,"April 26, 2018"
GAME,4.6,125647,30.1-40MB,Free,0,Everyone,Casual,"July 23, 2018"
HOUSE_AND_HOME,4.3,160,0.1-10MB,Free,0,Everyone,House & Home,"September 19, 2017"
SPORTS,4.5,2710,0.1-10MB,Free,0,Everyone,Sports,"November 27, 2017"
BUSINESS,4.3,171771,0.1-10MB,Free,0,Everyone,Business,"January 15, 2018"
FAMILY,4.3,1329192,90.1-100MB,Free,0,Everyone,Racing;Action & Adventure,"October 4, 2017"
GAME,3.3,294,10.1-20MB,Free,0,Everyone,Arcade,"July 19, 2018"
MAPS_AND_NAVIGATION,4.4,509,10.1-20MB,Free,0,Everyone,Maps & Navigation,"June 6, 2018"
ART_AND_DESIGN,4.8,48,20.1-30MB,Free,0,Everyone,Art & Design,"August 4, 2018"
GAME,4.6,132282,10.1-20MB,Free,0,Everyone,Adventure,"July 31, 2018"
FAMILY,4.3,2,0.1-10MB,Free,0,Everyone,Entertainment,"March 20, 2018"
TOOLS,4.2,5,30.1-40MB,Free,0,Everyone,Tools,"April 23, 2018"
MAPS_AND_NAVIGATION,3.0,4,Varies with device,Free,0,Everyone,Maps & Navigation,"May 25, 2018"
BEAUTY,4.1,9315,0.1-10MB,Free,0,Everyone,Beauty,"November 21, 2017"
TOOLS,4.3,20,0.1-10MB,Free,0,Everyone,Tools,"June 8, 2018"
FINANCE,4.6,87951,60.1-70MB,Free,0,Everyone,Finance,"July 23, 2018"
TOOLS,4.4,208,0.1-10MB,Free,0,Everyone,Tools,"June 16, 2016"
GAME,4.7,1125017,20.1-30MB,Free,0,Everyone,Puzzle,"July 17, 2018"
FAMILY,4.3,636995,40.1-50MB,Free,0,Teen,Casual,"July 31, 2018"
FINANCE,3.7,800,30.1-40MB,Free,0,Everyone,Finance,"June 21, 2018"
GAME,4.3,11379,10.1-20MB,Free,0,Everyone 10+,Arcade,"July 29, 2018"
GAME,4.0,154108,70.1-80MB,Free,0,Everyone,Racing,"October 13, 2015"
GAME,4.5,24210,40.1-50MB,Free,0,Teen,Action,"November 13, 2015"
NEWS_AND_MAGAZINES,3.5,254,30.1-40MB,Free,0,Everyone 10+,News & Magazines,"June 20, 2018"
TOOLS,3.9,167,0.1-10MB,Free,0,Everyone,Tools,"November 8, 2017"
SPORTS,4.3,27,0.1-10MB,Free,0,Everyone,Sports,"October 7, 2017"
SPORTS,4.2,42767,70.1-80MB,Free,0,Everyone,Sports,"July 26, 2018"
TOOLS,4.3,0,0.1-10MB,Free,0,Everyone,Tools,"February 5, 2017"
VIDEO_PLAYERS,4.0,46,0.1-10MB,Free,0,Everyone,Video Players & Editors,"April 20, 2015"
TRAVEL_AND_LOCAL,3.7,16815,20.1-30MB,Free,0,Everyone,Travel & Local,"July 15, 2018"
FINANCE,4.3,1,0.1-10MB,Free,0,Everyone,Finance,"December 16, 2015"
DATING,3.9,852,20.1-30MB,Free,0,Mature 17+,Dating,"July 30, 2018"
GAME,4.2,3878,60.1-70MB,Free,0,Everyone,Action,"April 4, 2018"
TOOLS,4.2,428581,0.1-10MB,Free,0,Everyone,Tools,"July 17, 2018"
GAME,4.1,1728557,Varies with device,Free,0,Everyone,Card,"September 20, 2017"
TOOLS,4.2,91186,0.1-10MB,Free,0,Everyone,Tools,"May 22, 2018"
LIFESTYLE,4.2,894,20.1-30MB,Free,0,Everyone,Lifestyle,"April 9, 2018"
LIFESTYLE,4.6,147,0.1-10MB,Free,0,Everyone,Lifestyle,"May 2, 2017"
SOCIAL,3.4,622,Varies with device,Free,0,Mature 17+,Social,"May 23, 2018"
PRODUCTIVITY,4.3,0,0.1-10MB,Free,0,Everyone,Productivity,"July 24, 2018"
BOOKS_AND_REFERENCE,4.7,6547,10.1-20MB,Free,0,Everyone,Books & Reference,"December 8, 2017"
TOOLS,4.6,894435,0.1-10MB,Free,0,Teen,Tools,"July 1, 2018"
FAMILY,4.9,55,30.1-40MB,Free,0,Everyone,Puzzle,"August 3, 2018"
FINANCE,4.2,6148,0.1-10MB,Free,0,Everyone,Finance,"June 1, 2018"
FAMILY,4.3,556929,50.1-60MB,Free,0,Teen,Casual,"April 19, 2018"
PRODUCTIVITY,4.5,23089,0.1-10MB,Free,0,Everyone,Productivity,"April 11, 2018"
FOOD_AND_DRINK,4.7,51543,Varies with device,Free,0,Everyone,Food & Drink,"August 1, 2018"
TRAVEL_AND_LOCAL,4.6,14,0.1-10MB,Free,0,Everyone,Travel & Local,"April 12, 2018"
TRAVEL_AND_LOCAL,4.1,26871,Varies with device,Free,0,Everyone,Travel & Local,"July 26, 2018"
PRODUCTIVITY,4.9,42,30.1-40MB,Free,0,Everyone,Productivity,"May 26, 2018"
LIBRARIES_AND_DEMO,3.8,912,10.1-20MB,Free,0,Everyone,Libraries & Demo,"January 9, 2018"
BUSINESS,4.4,31614,30.1-40MB,Free,0,Everyone,Business,"July 20, 2018"
FAMILY,5.0,5,0.1-10MB,Free,0,Teen,Puzzle,"December 1, 2016"
GAME,4.6,20,30.1-40MB,Free,0,Mature 17+,Action,"May 4, 2018"
GAME,3.8,3543,Varies with device,Free,0,Teen,Card,"March 10, 2018"
DATING,4.3,0,10.1-20MB,Free,0,Everyone,Dating,"July 16, 2018"
SOCIAL,4.3,2,50.1-60MB,Free,0,Teen,Social,"July 21, 2018"
GAME,4.7,403911,20.1-30MB,Free,0,Everyone,Card,"June 24, 2018"
FINANCE,4.2,347838,Varies with device,Free,0,Everyone,Finance,"July 26, 2018"
PERSONALIZATION,4.3,71688,10.1-20MB,Free,0,Everyone,Personalization,"June 11, 2018"
HEALTH_AND_FITNESS,4.5,501144,Varies with device,Free,0,Everyone,Health & Fitness,"July 16, 2018"
SHOPPING,4.0,13085,0.1-10MB,Free,0,Teen,Shopping,"November 8, 2017"
TOOLS,4.2,513,0.1-10MB,Free,0,Everyone,Tools,"May 6, 2018"
SHOPPING,4.3,19,10.1-20MB,Free,0,Everyone,Shopping,"May 9, 2017"
SHOPPING,4.3,0,10.1-20MB,Free,0,Teen,Shopping,"July 2, 2018"
FAMILY,4.8,171,0.1-10MB,Paid,10.00,Everyone,Education,"October 18, 2016"
VIDEO_PLAYERS,4.6,9879473,30.1-40MB,Free,0,Teen,Video Players & Editors,"August 4, 2018"
PARENTING,4.6,1413,10.1-20MB,Free,0,Mature 17+,Parenting,"July 20, 2018"
TOOLS,4.0,18478,0.1-10MB,Free,0,Everyone,Tools,"August 4, 2018"
LIBRARIES_AND_DEMO,4.7,831,20.1-30MB,Free,0,Everyone,Libraries & Demo,"February 20, 2018"
FAMILY,4.3,24936,30.1-40MB,Free,0,Everyone,Educational;Education,"May 16, 2018"
FAMILY,4.1,681,40.1-50MB,Free,0,Everyone,Education,"July 3, 2014"
PRODUCTIVITY,4.3,52677,0.1-10MB,Free,0,Everyone,Productivity,"December 13, 2017"
LIFESTYLE,4.3,2,0.1-10MB,Free,0,Everyone,Lifestyle,"May 22, 2018"
SOCIAL,4.0,479908,10.1-20MB,Free,0,Mature 17+,Social,"July 9, 2018"
WEATHER,4.2,11510,0.1-10MB,Free,0,Everyone,Weather,"August 28, 2014"
HEALTH_AND_FITNESS,4.6,318134,Varies with device,Free,0,Everyone,Health & Fitness,"May 29, 2018"
TOOLS,4.5,465831,0.1-10MB,Free,0,Everyone,Tools,"July 23, 2018"
MEDICAL,4.5,20,30.1-40MB,Free,0,Everyone,Medical,"April 10, 2018"
PERSONALIZATION,4.7,8642,0.1-10MB,Free,0,Everyone,Personalization,"May 22, 2018"
ENTERTAINMENT,3.9,801,50.1-60MB,Free,0,Teen,Entertainment,"March 21, 2018"
MEDICAL,4.3,0,0.1-10MB,Free,0,Everyone,Medical,"July 18, 2018"
COMMUNICATION,4.4,401530,Varies with device,Free,0,Everyone,Communication,"August 3, 2018"
HOUSE_AND_HOME,4.2,27387,Varies with device,Free,0,Everyone,House & Home,"June 21, 2018"
SOCIAL,4.9,29,0.1-10MB,Free,0,Everyone,Social,"March 20, 2018"
HEALTH_AND_FITNESS,3.5,217,0.1-10MB,Free,0,Teen,Health & Fitness,"August 23, 2017"
FAMILY,3.4,79,30.1-40MB,Free,0,Everyone,Education,"May 27, 2015"
PRODUCTIVITY,4.4,936,0.1-10MB,Paid,2.99,Everyone,Productivity,"June 17, 2018"
ENTERTAINMENT,4.2,123279,20.1-30MB,Free,0,Everyone 10+,Entertainment;Music & Video,"January 24, 2018"
FAMILY,3.9,46,10.1-20MB,Paid,2.99,Everyone,Puzzle,"January 29, 2018"
BUSINESS,4.6,188841,0.1-10MB,Free,0,Everyone,Business,"June 21, 2018"
LIFESTYLE,4.4,95557,10.1-20MB,Free,0,Everyone,Lifestyle,"July 23, 2018"
DATING,4.2,57083,0.1-10MB,Free,0,Mature 17+,Dating,"July 27, 2018"
SHOPPING,2.3,69,10.1-20MB,Free,0,Everyone,Shopping,"March 19, 2018"
GAME,4.5,214819,90.1-100MB,Free,0,Everyone,Puzzle,"July 30, 2018"
PHOTOGRAPHY,4.4,16523,Varies with device,Free,0,Everyone,Photography,"July 30, 2018"
TOOLS,2.8,29,10.1-20MB,Free,0,Everyone,Tools,"April 24, 2017"
SPORTS,4.2,18678,Varies with device,Free,0,Everyone,Sports,"April 25, 2018"
FAMILY,4.3,539,10.1-20MB,Free,0,Everyone,Entertainment,"August 1, 2018"
GAME,4.6,408292,20.1-30MB,Paid,0.99,Mature 17+,Action,"July 12, 2018"
VIDEO_PLAYERS,3.3,171,0.1-10MB,Free,0,Everyone,Video Players & Editors,"August 10, 2017"
FINANCE,4.4,18,0.1-10MB,Free,0,Everyone,Finance,"January 21, 2017"
PERSONALIZATION,3.9,35,0.1-10MB,Free,0,Everyone,Personalization,"July 1, 2018"
FINANCE,4.3,1,0.1-10MB,Free,0,Everyone,Finance,"January 30, 2018"
WEATHER,4.3,0,0.1-10MB,Free,0,Everyone,Weather,"April 13, 2018"
COMMUNICATION,4.2,10,0.1-10MB,Free,0,Everyone,Communication,"April 28, 2016"
GAME,4.6,520962,30.1-40MB,Free,0,Teen,Action,"June 28, 2017"
FAMILY,4.1,44027,50.1-60MB,Free,0,Mature 17+,Strategy,"February 21, 2018"
GAME,4.3,20691,80.1-90MB,Free,0,Everyone,Racing,"July 31, 2018"
FAMILY,3.6,217,0.1-10MB,Paid,389.99,Everyone,Entertainment,"June 22, 2018"
GAME,4.4,22430188,70.1-80MB,Free,0,Everyone,Casual,"July 5, 2018"
FAMILY,4.5,45458,30.1-40MB,Free,0,Mature 17+,Entertainment,"August 3, 2018"
LIFESTYLE,3.9,77,Varies with device,Free,0,Everyone,Lifestyle,"March 26, 2018"
GAME,3.9,8122,20.1-30MB,Free,0,Mature 17+,Action,"February 28, 2017"
FAMILY,3.9,314,20.1-30MB,Free,0,Everyone,Casual,"January 15, 2018"
TOOLS,4.3,996,0.1-10MB,Free,0,Everyone,Tools,"September 28, 2017"
FOOD_AND_DRINK,3.9,464,20.1-30MB,Free,0,Everyone,Food & Drink,"May 22, 2018"
MEDICAL,4.8,216,Varies with device,Paid,6.99,Everyone,Medical,"June 17, 2017"
LIBRARIES_AND_DEMO,4.3,2221,0.1-10MB,Free,0,Everyone,Libraries & Demo,"January 8, 2017"
COMMUNICATION,4.3,11335481,Varies with device,Free,0,Everyone,Communication,"July 18, 2018"
FAMILY,4.7,227401,90.1-100MB,Free,0,Everyone,Puzzle,"July 19, 2018"
GAME,4.7,183343,10.1-20MB,Free,0,Teen,Casino,"May 28, 2018"
PRODUCTIVITY,3.8,5107,0.1-10MB,Free,0,Everyone,Productivity,"December 28, 2015"
TRAVEL_AND_LOCAL,4.5,7153,Varies with device,Free,0,Everyone,Travel & Local,"July 30, 2018"
PRODUCTIVITY,4.6,6320,0.1-10MB,Free,0,Everyone,Productivity,"December 10, 2016"
FAMILY,4.3,131,0.1-10MB,Free,0,Everyone,Education,"November 17, 2016"
SOCIAL,4.3,6,0.1-10MB,Free,0,Teen,Social,"December 26, 2016"
FAMILY,3.8,1123,0.1-10MB,Free,0,Everyone,Board;Brain Games,"September 8, 2016"
PERSONALIZATION,4.8,5,30.1-40MB,Paid,0.99,Everyone,Personalization,"April 22, 2018"
VIDEO_PLAYERS,3.3,439,30.1-40MB,Free,0,Everyone,Video Players & Editors,"March 4, 2016"
BUSINESS,3.7,3,10.1-20MB,Paid,2.49,Everyone,Business,"June 30, 2014"
PRODUCTIVITY,4.2,2412,0.1-10MB,Free,0,Everyone,Productivity,"September 27, 2012"
FAMILY,4.8,22290,10.1-20MB,Free,0,Everyone,Puzzle,"August 5, 2018"
FAMILY,4.5,736824,10.1-20MB,Free,0,Teen,Entertainment,"January 19, 2018"
VIDEO_PLAYERS,4.8,5639,Varies with device,Paid,1.49,Everyone,Video Players & Editors,"September 7, 2017"
SPORTS,4.3,989344,50.1-60MB,Free,0,Teen,Sports,"July 23, 2018"
VIDEO_PLAYERS,4.3,2,0.1-10MB,Free,0,Everyone,Video Players & Editors,"June 9, 2016"
MEDICAL,4.7,6,10.1-20MB,Free,0,Everyone,Medical,"March 31, 2018"
PRODUCTIVITY,4.3,226295,0.1-10MB,Free,0,Everyone,Productivity,"June 6, 2018"
NEWS_AND_MAGAZINES,4.3,2,0.1-10MB,Free,0,Everyone,News & Magazines,"May 9, 2016"
BUSINESS,4.3,0,10.1-20MB,Free,0,Everyone,Business,"April 16, 2018"
FAMILY,4.6,104676,0.1-10MB,Free,0,Everyone,Education,"July 18, 2018"
TOOLS,4.3,9,0.1-10MB,Free,0,Everyone,Tools,"November 12, 2015"
BUSINESS,4.3,29313,10.1-20MB,Free,0,Everyone,Business,"July 30, 2018"
GAME,4.8,230727,80.1-90MB,Free,0,Everyone,Word,"August 2, 2018"
EDUCATION,4.2,642,Varies with device,Free,0,Everyone,Education,"June 5, 2018"
BEAUTY,4.3,30,0.1-10MB,Free,0,Mature 17+,Beauty,"January 24, 2018"
NEWS_AND_MAGAZINES,4.3,0,0.1-10MB,Free,0,Everyone,News & Magazines,"June 24, 2018"
FAMILY,2.9,31596,30.1-40MB,Free,0,Teen,Simulation,"December 23, 2016"
GAME,5.0,7,10.1-20MB,Free,0,Everyone,Arcade,"September 27, 2017"
GAME,4.5,592504,Varies with device,Free,0,Everyone,Music,"August 3, 2018"
COMMUNICATION,3.9,97,0.1-10MB,Free,0,Everyone,Communication,"May 15, 2015"
TOOLS,4.1,29,0.1-10MB,Free,0,Everyone,Tools,"April 25, 2016"
BUSINESS,3.6,125,0.1-10MB,Free,0,Everyone,Business,"December 28, 2015"
PHOTOGRAPHY,4.0,35724,0.1-10MB,Free,0,Everyone,Photography,"February 11, 2015"
ENTERTAINMENT,4.0,319691,Varies with device,Free,0,Teen,Entertainment,"August 3, 2018"
SOCIAL,4.2,1259894,70.1-80MB,Free,0,Mature 17+,Social,"August 3, 2018"
ENTERTAINMENT,3.9,22378,10.1-20MB,Free,0,Teen,Entertainment,"July 8, 2018"
VIDEO_PLAYERS,4.2,104551,10.1-20MB,Free,0,Everyone,Video Players & Editors,"December 19, 2017"
MEDICAL,4.3,2108,20.1-30MB,Free,0,Everyone,Medical,"May 2, 2018"
EDUCATION,4.5,14206,20.1-30MB,Free,0,Everyone,Education,"July 26, 2018"
FAMILY,4.3,0,Varies with device,Free,0,Everyone 10+,Strategy,"August 28, 2015"
TOOLS,4.4,4934130,Varies with device,Free,0,Everyone,Tools,"June 11, 2018"
FOOD_AND_DRINK,4.3,3,0.1-10MB,Free,0,Everyone,Food & Drink,"May 29, 2018"
SOCIAL,4.4,695576,Varies with device,Free,0,Everyone,Social,"August 2, 2018"
COMICS,4.6,4895,30.1-40MB,Free,0,Everyone,Comics,"August 2, 2018"
MEDICAL,3.5,214,60.1-70MB,Paid,33.99,Everyone,Medical,"October 2, 2017"
TOOLS,4.6,3703,0.1-10MB,Free,0,Everyone,Tools,"August 5, 2018"
COMMUNICATION,4.0,56646578,Varies with device,Free,0,Everyone,Communication,"August 1, 2018"
FAMILY,4.6,2736,Varies with device,Free,0,Everyone,Entertainment,"August 3, 2018"
FAMILY,4.3,1,10.1-20MB,Paid,2.99,Everyone,Educational,"May 17, 2017"
COMMUNICATION,3.7,98,0.1-10MB,Free,0,Everyone,Communication,"July 11, 2018"
TOOLS,4.0,327914,Varies with device,Free,0,Everyone,Tools,"April 11, 2018"
VIDEO_PLAYERS,4.4,26421,Varies with device,Free,0,Everyone,Video Players & Editors,"May 30, 2018"
SHOPPING,4.4,210208,Varies with device,Free,0,Everyone,Shopping,"August 1, 2018"
FAMILY,4.4,30,90.1-100MB,Free,0,Everyone,Entertainment,"March 31, 2018"
LIFESTYLE,5.0,3,0.1-10MB,Free,0,Everyone,Lifestyle,"November 15, 2014"
FAMILY,4.0,105954,40.1-50MB,Free,0,Teen,Simulation,"June 5, 2018"
TRAVEL_AND_LOCAL,4.5,481546,20.1-30MB,Free,0,Everyone,Travel & Local,"August 6, 2018"
VIDEO_PLAYERS,3.8,2093,Varies with device,Free,0,Everyone,Video Players & Editors,"February 3, 2015"
GAME,4.7,59017,80.1-90MB,Free,0,Teen,Action,"July 3, 2018"
ENTERTAINMENT,4.5,1575,40.1-50MB,Free,0,Everyone,Entertainment,"July 13, 2018"
BUSINESS,4.3,0,40.1-50MB,Free,0,Everyone,Business,"May 28, 2018"
FAMILY,4.2,130549,Varies with device,Free,0,Teen,Entertainment,"June 27, 2018"
NEWS_AND_MAGAZINES,4.6,66384,10.1-20MB,Free,0,Teen,News & Magazines,"July 25, 2018"
LIFESTYLE,4.4,39364,20.1-30MB,Free,0,Everyone,Lifestyle,"July 17, 2018"
HEALTH_AND_FITNESS,4.6,71266,40.1-50MB,Free,0,Everyone,Health & Fitness,"March 30, 2018"
GAME,4.0,14563,70.1-80MB,Free,0,Everyone 10+,Adventure,"December 22, 2017"
SPORTS,4.3,14123,10.1-20MB,Free,0,Everyone,Sports,"August 1, 2018"
BUSINESS,4.3,0,0.1-10MB,Free,0,Teen,Business,"February 6, 2018"
MEDICAL,2.8,66,0.1-10MB,Free,0,Everyone,Medical,"October 25, 2016"
MEDICAL,4.3,267,0.1-10MB,Free,0,Everyone,Medical,"July 8, 2018"
WEATHER,4.2,67854,Varies with device,Free,0,Everyone,Weather,"August 2, 2018"
LIFESTYLE,4.4,3829,20.1-30MB,Free,0,Everyone,Lifestyle,"June 1, 2018"
GAME,3.5,2071,30.1-40MB,Free,0,Everyone,Racing,"June 29, 2018"
PHOTOGRAPHY,4.3,0,0.1-10MB,Free,0,Everyone,Photography,"September 13, 2017"
SOCIAL,4.2,1259894,70.1-80MB,Free,0,Mature 17+,Social,"August 3, 2018"
PRODUCTIVITY,4.4,162831,40.1-50MB,Free,0,Everyone,Productivity,"August 1, 2018"
SOCIAL,4.8,725,0.1-10MB,Free,0,Teen,Social,"October 12, 2016"
TOOLS,4.2,268,0.1-10MB,Free,0,Everyone,Tools,"February 21, 2018"
FAMILY,3.8,16,0.1-10MB,Free,0,Everyone,Entertainment,"July 25, 2018"
FINANCE,4.2,883,0.1-10MB,Free,0,Everyone,Finance,"May 5, 2018"
DATING,4.3,3,10.1-20MB,Free,0,Mature 17+,Dating,"July 15, 2018"
LIBRARIES_AND_DEMO,4.0,50,0.1-10MB,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
PERSONALIZATION,4.6,2390099,Varies with device,Free,0,Teen,Personalization,"August 4, 2018"
BUSINESS,3.8,1777,0.1-10MB,Free,0,Everyone,Business,"May 18, 2014"
FAMILY,4.1,59768,Varies with device,Free,0,Everyone,Racing;Action & Adventure,"August 7, 2018"
PRODUCTIVITY,4.6,12,10.1-20MB,Free,0,Everyone,Productivity,"February 24, 2017"
PERSONALIZATION,4.3,3,10.1-20MB,Free,0,Everyone,Personalization,"June 5, 2018"
FAMILY,4.1,21,20.1-30MB,Free,0,Everyone,Simulation,"May 15, 2017"
GAME,4.2,1343866,50.1-60MB,Free,0,Teen,Action,"August 1, 2018"
VIDEO_PLAYERS,4.3,2976,Varies with device,Paid,1.99,Everyone,Video Players & Editors,"June 15, 2018"
TRAVEL_AND_LOCAL,4.5,481546,20.1-30MB,Free,0,Everyone,Travel & Local,"August 6, 2018"
PRODUCTIVITY,4.0,4,0.1-10MB,Free,0,Everyone,Productivity,"July 11, 2018"
SPORTS,4.3,6,20.1-30MB,Free,0,Everyone,Sports,"May 25, 2018"
FAMILY,5.0,3,20.1-30MB,Free,0,Everyone,Education,"July 4, 2018"
FAMILY,4.3,1,0.1-10MB,Free,0,Everyone,Entertainment,"April 7, 2018"
MEDICAL,4.3,6,20.1-30MB,Free,0,Everyone,Medical,"July 20, 2018"
TOOLS,1.9,12,0.1-10MB,Free,0,Everyone,Tools,"October 20, 2017"
MAPS_AND_NAVIGATION,4.3,30,0.1-10MB,Free,0,Everyone,Maps & Navigation,"April 2, 2015"
TRAVEL_AND_LOCAL,3.1,5572,20.1-30MB,Free,0,Everyone,Travel & Local,"July 12, 2018"
SPORTS,4.3,1,20.1-30MB,Free,0,Everyone,Sports,"February 19, 2018"
HEALTH_AND_FITNESS,4.5,40296,Varies with device,Free,0,Everyone,Health & Fitness,"June 15, 2018"
GAME,4.1,395,50.1-60MB,Free,0,Teen,Action,"November 24, 2017"
FAMILY,4.1,159619,20.1-30MB,Free,0,Everyone,Video Players & Editors;Creativity,"July 17, 2018"
GAME,4.3,10493,40.1-50MB,Free,0,Mature 17+,Action,"August 1, 2018"
FAMILY,4.3,6,0.1-10MB,Paid,399.99,Everyone,Entertainment,"July 16, 2018"
TOOLS,4.0,8,0.1-10MB,Free,0,Everyone,Tools,"August 7, 2018"
GAME,3.9,178723,60.1-70MB,Free,0,Everyone,Racing,"December 25, 2016"
MEDICAL,4.4,7,0.1-10MB,Free,0,Everyone,Medical,"January 20, 2018"
VIDEO_PLAYERS,4.2,1008,0.1-10MB,Free,0,Everyone,Video Players & Editors,"June 26, 2015"
FAMILY,4.3,19,0.1-10MB,Free,0,Teen,Entertainment,"June 17, 2015"
TOOLS,4.1,108169,Varies with device,Free,0,Everyone,Tools,"June 25, 2018"
PARENTING,3.8,824,50.1-60MB,Free,0,Everyone,Parenting,"August 2, 2018"
GAME,4.5,3198176,80.1-90MB,Free,0,Everyone,Arcade,"July 12, 2018"
FINANCE,1.2,44,20.1-30MB,Free,0,Everyone,Finance,"April 9, 2018"
PERSONALIZATION,5.0,13,0.1-10MB,Paid,1.49,Everyone,Personalization,"April 4, 2017"
VIDEO_PLAYERS,4.1,253207,10.1-20MB,Free,0,Everyone,Video Players & Editors,"August 2, 2018"
LIFESTYLE,4.3,1,0.1-10MB,Free,0,Everyone,Lifestyle,"May 6, 2018"
MEDICAL,4.0,36,30.1-40MB,Free,0,Everyone,Medical,"January 20, 2018"
COMMUNICATION,4.3,11335255,Varies with device,Free,0,Everyone,Communication,"July 18, 2018"
SPORTS,3.1,500,30.1-40MB,Free,0,Everyone,Sports,"February 16, 2018"
SOCIAL,4.5,412888,30.1-40MB,Free,0,Everyone,Social,"July 31, 2018"
COMMUNICATION,4.5,305218,Varies with device,Free,0,Everyone,Communication,"August 3, 2018"
MEDICAL,4.1,1533,40.1-50MB,Paid,11.99,Mature 17+,Medical,"August 7, 2014"
FAMILY,4.3,20,0.1-10MB,Free,0,Everyone,Education,"December 12, 2017"
GAME,4.5,18125,10.1-20MB,Paid,4.99,Everyone,Simulation;Education,"July 9, 2018"
TOOLS,4.4,885187,20.1-30MB,Free,0,Everyone,Tools,"July 19, 2018"
GAME,4.4,7,30.1-40MB,Free,0,Everyone,Adventure,"October 7, 2016"
FAMILY,3.9,1619,0.1-10MB,Free,0,Everyone,Entertainment,"October 7, 2017"
HEALTH_AND_FITNESS,4.3,0,0.1-10MB,Free,0,Everyone,Health & Fitness,"July 12, 2018"
