Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
GAME,4.4,37023,33M,Free,0,Everyone,Casual,"July 6, 2018",5.200,5.0 and up
GAME,4.4,17988,7.9M,Paid,$4.99,Teen,Adventure,"July 25, 2018",1.06,5.0 and up
FAMILY,4.4,1275373,91M,Free,0,Teen,Role Playing,"July 3, 2018",1.021.10,4.1 and up
MAPS_AND_NAVIGATION,4.6,7314,7.0M,Free,0,Everyone,Maps & Navigation,"September 7, 2017",3.1.4,4.0 and up
PERSONALIZATION,4.1,324,313k,Paid,$6.99,Everyone,Personalization,"August 20, 2017",5.1,5.1 and up
FAMILY,3.8,110,22M,Free,0,Everyone,Simulation,"April 23, 2017",1.0.6,2.3 and up
BUSINESS,4.6,20,15M,Free,0,Everyone,Business,"October 12, 2017",1.4.36,4.0.3 and up
FAMILY,,0,14M,Paid,$1.99,Everyone,Education,"October 8, 2016",1.0,2.3.3 and up
SOCIAL,4.3,1157004,34M,Free,0,Everyone,Social,"October 16, 2017",4.2.1,4.3 and up
GAME,4.4,475369,13M,Free,0,Everyone,Racing,"March 6, 2018",1.14,4.0.3 and up
FINANCE,4.3,90,13M,Free,0,Everyone,Finance,"May 30, 2018",5.9.1.0,5.0 and up
PRODUCTIVITY,1.0,1,6.6M,Free,0,Everyone,Productivity,"March 15, 2018",41.9,4.1 and up
GAME,4.4,3941129,77M,Free,0,Teen,Action,"July 16, 2018",3.12.0,3.0 and up
NEWS_AND_MAGAZINES,,0,1.7M,Free,0,Everyone,News & Magazines,"June 9, 2018",1.0,4.0.3 and up
FOOD_AND_DRINK,3.8,21381,41M,Free,0,Everyone,Food & Drink,"July 24, 2018",7.9.0.0,4.4 and up
FAMILY,3.8,91645,36M,Free,0,Teen,Simulation,"May 8, 2018",1.94,4.1 and up
SOCIAL,,2,5.4M,Free,0,Everyone,Social,"November 8, 2017",1.0,4.1 and up
LIFESTYLE,3.5,28,121k,Free,0,Everyone,Lifestyle,"January 23, 2016",1.0.0.8,4.2 and up
NEWS_AND_MAGAZINES,3.8,18818,Varies with device,Free,0,Everyone 10+,News & Magazines,"June 26, 2018",Varies with device,Varies with device
FAMILY,,5,2.4M,Free,0,Everyone,Entertainment,"January 29, 2017",1.0,4.0.3 and up
TOOLS,4.2,928,383k,Paid,$1.99,Everyone,Tools,"March 20, 2014",3.4,2.2 and up
TOOLS,3.9,114,18M,Free,0,Everyone,Tools,"March 16, 2018",1.0.209,4.0 and up
PHOTOGRAPHY,4.3,1871421,Varies with device,Free,0,Everyone,Photography,"December 21, 2017",Varies with device,Varies with device
MEDICAL,4.5,18,13M,Free,0,Everyone,Medical,"March 16, 2018",2.0,4.0.3 and up
BUSINESS,4.4,21,21M,Free,0,Everyone,Business,"July 25, 2018",v6.7.14,5.0 and up
PERSONALIZATION,,0,3.0M,Free,0,Everyone,Personalization,"March 19, 2018",1.2,4.0.3 and up
PHOTOGRAPHY,4.2,93726,9.2M,Free,0,Everyone,Photography,"July 8, 2018",2.0.18,4.3 and up
GAME,4.6,100609,52M,Free,0,Teen,Action,"July 16, 2018",0.5.4,6.0 and up
FINANCE,4.0,44545,Varies with device,Free,0,Everyone,Finance,"July 31, 2018",Varies with device,Varies with device
GAME,4.3,5682,37M,Paid,$1.99,Everyone,Arcade,"March 2, 2017",1.1.5,2.3.3 and up
FAMILY,,0,1020k,Paid,$1.04,Everyone,Puzzle,"February 6, 2012",1.1,3.0 and up
LIFESTYLE,2.8,405,25M,Free,0,Everyone,Lifestyle,"June 22, 2018",4.2.45,4.4 and up
PERSONALIZATION,4.6,26,8.5M,Paid,$2.49,Everyone,Personalization,"December 3, 2017",5.0.1,4.0.3 and up
FAMILY,3.9,11,16M,Free,0,Everyone,Entertainment,"January 30, 2018",1.2.2,4.2 and up
PHOTOGRAPHY,4.3,28578,23M,Free,0,Everyone,Photography,"July 28, 2018",6.21,4.0 and up
NEWS_AND_MAGAZINES,,0,3.4M,Free,0,Teen,News & Magazines,"April 12, 2018",8.1,4.0.3 and up
FAMILY,4.3,26224,43M,Free,0,Everyone,Simulation,"April 29, 2017",1.0.4,2.3 and up
SPORTS,4.0,11085,61M,Free,0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up
LIFESTYLE,4.8,10,11M,Free,0,Everyone,Lifestyle,"January 18, 2018",4.2.7,4.1 and up
GAME,4.0,30008,99M,Free,0,Mature 17+,Racing,"March 30, 2017",1.26,2.3 and up
FAMILY,4.3,2282,22M,Free,0,Everyone,Simulation,"February 20, 2018",1.0,4.0 and up
HOUSE_AND_HOME,4.5,417907,34M,Free,0,Everyone,House & Home,"August 1, 2018",9.8.1.7425,4.4 and up
ART_AND_DESIGN,4.3,845,7.9M,Free,0,Everyone,Art & Design,"May 28, 2018",1.0,2.3 and up
TRAVEL_AND_LOCAL,3.9,58,22M,Free,0,Everyone,Travel & Local,"October 28, 2016",2.0.1,4.0.3 and up
PRODUCTIVITY,,0,7.7M,Free,0,Everyone,Productivity,"July 19, 2018",1.1.14,4.1 and up
MEDICAL,4.9,57,6.1M,Free,0,Everyone,Medical,"November 11, 2015",1.7,3.0 and up
PRODUCTIVITY,4.0,736,6.8M,Free,0,Everyone,Productivity,"February 1, 2018",1.80.03,4.1 and up
TOOLS,4.1,41,986k,Free,0,Everyone,Tools,"July 26, 2013",3,3.0 and up
PRODUCTIVITY,4.4,253,8.2M,Free,0,Everyone,Productivity,"July 31, 2018",0.1.22,4.1 and up
FAMILY,4.4,591411,19M,Free,0,Teen,Entertainment,"May 16, 2017",3.4.1,3.0 and up
LIFESTYLE,,1,4.0M,Free,0,Everyone,Lifestyle,"June 28, 2018",1.1.5,4.1 and up
FINANCE,4.6,23130,46M,Free,0,Everyone,Finance,"July 12, 2018",2.1.4,4.2 and up
GAME,3.2,655,14M,Free,0,Teen,Action,"May 18, 2016",1.0.2,4.0 and up
EDUCATION,4.1,2363,6.6M,Free,0,Everyone,Education,"November 17, 2016",2.48,4.0 and up
TOOLS,4.5,101738,10M,Free,0,Everyone,Tools,"July 26, 2018",2.2.82,4.0 and up
VIDEO_PLAYERS,3.5,3484,41M,Free,0,Everyone,Video Players & Editors,"December 18, 2017",3.0.1,4.0.3 and up
GAME,4.3,18277,17M,Free,0,Teen,Arcade,"March 14, 2016",2.0.2,2.3 and up
COMMUNICATION,3.7,21,20M,Paid,$0.99,Everyone,Communication,"July 30, 2018",1.0.100rc1.withoutKeysync,5.0 and up
TRAVEL_AND_LOCAL,4.1,46,12M,Free,0,Everyone,Travel & Local,"January 11, 2017",2.0.0,4.0 and up
FAMILY,4.1,29978,Varies with device,Free,0,Everyone,Education,"August 17, 2017",Varies with device,Varies with device
EDUCATION,4.7,6290507,Varies with device,Free,0,Everyone,Education;Education,"August 1, 2018",Varies with device,Varies with device
MEDICAL,5.0,5,17M,Free,0,Everyone,Medical,"January 20, 2018",2.0,4.0 and up
HOUSE_AND_HOME,4.4,137,19M,Free,0,Everyone,House & Home,"July 17, 2018",1.1.10,4.1 and up
SPORTS,4.0,135763,13M,Free,0,Everyone,Sports,"August 2, 2018",1.5.13,4.1 and up
DATING,4.0,738,27M,Free,0,Mature 17+,Dating,"August 1, 2018",6.4.1,4.1 and up
SHOPPING,4.5,35497,16M,Free,0,Everyone,Shopping,"July 11, 2018",4.16.0,4.4 and up
COMMUNICATION,4.1,255,1.6M,Free,0,Everyone,Communication,"April 11, 2017",2.3,2.2 and up
FAMILY,3.8,5964,48M,Free,0,Teen,Role Playing,"January 9, 2015",1.1.0,2.2 and up
TOOLS,4.5,12759663,15M,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up
FINANCE,4.5,19870,7.4M,Free,0,Everyone,Finance,"July 24, 2018",2.9.5,4.0.3 and up
PERSONALIZATION,5.0,4,3.9M,Free,0,Everyone,Personalization,"April 24, 2018",1.0,4.1 and up
TOOLS,4.4,875,8.5M,Free,0,Everyone,Tools,"December 31, 2017",1.9.9.5,5.1 and up
VIDEO_PLAYERS,3.6,5639,Varies with device,Free,0,Everyone,Video Players & Editors,"April 12, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,,0,7.1M,Free,0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
SOCIAL,4.3,344921,Varies with device,Free,0,Everyone,Social,"June 7, 2018",Varies with device,Varies with device
PRODUCTIVITY,4.6,2401017,Varies with device,Free,0,Everyone,Productivity,"June 27, 2018",Varies with device,Varies with device
GAME,4.7,466495,52M,Free,0,Teen,Card,"July 16, 2018",11.7.5,2.3.3 and up
HEALTH_AND_FITNESS,4.5,93691,Varies with device,Free,0,Everyone,Health & Fitness,"July 5, 2018",Varies with device,Varies with device
TOOLS,3.9,14552,17M,Free,0,Everyone,Tools,"July 31, 2018",v7.0.9.1.0526.1_06_0704,5.0 and up
FAMILY,4.5,5761,21M,Free,0,Everyone,Casual;Brain Games,"July 4, 2018",1.8.3181,4.0.3 and up
FAMILY,3.9,11,27M,Paid,$4.99,Everyone,Education,"July 21, 2018",1.3.0,4.1 and up
PRODUCTIVITY,4.2,60840,1.9M,Free,0,Everyone,Productivity,"May 31, 2018",1.26.2,4.0.3 and up
PRODUCTIVITY,4.4,56713,25M,Free,0,Everyone,Productivity,"July 5, 2018",9.3.5776,4.1 and up
GAME,4.2,16876,59M,Free,0,Teen,Trivia,"June 28, 2018",3.0.1,6.0 and up
TRAVEL_AND_LOCAL,4.4,57573,Varies with device,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device
MEDICAL,5.0,3,53M,Free,0,Everyone,Medical,"July 13, 2018",0.1,4.1 and up
FAMILY,,3,22M,Free,0,Everyone,Education,"June 25, 2018",3.3.99,4.2 and up
DATING,4.4,59,38M,Free,0,Everyone,Dating,"July 19, 2018",1.0.1,4.3 and up
NEWS_AND_MAGAZINES,,1,1.0M,Free,0,Everyone,News & Magazines,"July 15, 2015",1.0,2.2 and up
BOOKS_AND_REFERENCE,,9,20M,Free,0,Everyone,Books & Reference,"March 19, 2018",1.1,4.0.3 and up
GAME,4.3,1218055,45M,Free,0,Everyone,Arcade,"May 25, 2018",1.5.12,4.1 and up
SOCIAL,4.3,8595964,Varies with device,Free,0,Teen,Social,"August 1, 2018",Varies with device,Varies with device
EDUCATION,4.2,40209,Varies with device,Free,0,Everyone,Education,"May 24, 2018",Varies with device,Varies with device
FAMILY,,0,74M,Paid,$1.99,Everyone,Educational;Pretend Play,"January 25, 2018",0.0.1,4.1 and up
FAMILY,5.0,1,3.8M,Free,0,Everyone,Education,"June 25, 2018",1.4,4.4 and up
FAMILY,4.0,8126,61M,Free,0,Everyone,Entertainment;Brain Games,"July 31, 2018",1.1.1,6.0 and up
LIFESTYLE,4.1,10067,Varies with device,Free,0,Everyone,Lifestyle,"December 7, 2017",Varies with device,4.3 and up
HEALTH_AND_FITNESS,,2,Varies with device,Free,0,Everyone,Health & Fitness,"October 24, 2017",0.9.16,Varies with device
HEALTH_AND_FITNESS,2.9,4031,8.9M,Free,0,Everyone,Health & Fitness,"June 15, 2018",3.0.2,4.4 and up
NEWS_AND_MAGAZINES,4.5,322,31M,Free,0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up
PHOTOGRAPHY,4.4,3156484,53M,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up
TRAVEL_AND_LOCAL,,0,90M,Free,0,Everyone,Travel & Local,"June 30, 2018",1.0.1,4.2 and up
SOCIAL,4.4,900064,13M,Free,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
MAPS_AND_NAVIGATION,4.0,119685,20M,Free,0,Everyone,Maps & Navigation,"July 2, 2018",18.06.p03.02,4.0.3 and up
FAMILY,3.8,4,54M,Paid,$2.99,Everyone,Educational,"August 27, 2016",1.8.2,2.3 and up
SOCIAL,4.3,3781770,Varies with device,Free,0,Mature 17+,Social,"August 2, 2018",Varies with device,Varies with device
VIDEO_PLAYERS,4.1,64,2.0M,Free,0,Everyone,Video Players & Editors,"May 21, 2018",2.0,4.0 and up
FAMILY,4.1,78142,17M,Free,0,Everyone,Strategy,"August 22, 2015",1.2.3,3.0 and up
SHOPPING,3.9,671,3.6M,Free,0,Everyone,Shopping,"July 23, 2018",1.1.2,4.0.3 and up
TOOLS,4.4,166363,1.8M,Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up
MEDICAL,4.5,408,60M,Free,0,Everyone,Medical,"March 24, 2018",2.1.0.372,4.4 and up
SHOPPING,4.2,106798,30M,Free,0,Everyone,Shopping,"July 23, 2018",2.25.17,4.1 and up
DATING,3.5,13204,6.1M,Free,0,Mature 17+,Dating,"July 7, 2018",2.4.1,4.1 and up
GAME,4.3,13788,55M,Free,0,Everyone,Arcade,"April 1, 2017",1.1,4.4 and up
GAME,4.7,21,9.0M,Free,0,Everyone,Arcade,"June 30, 2017",10.05,4.0.3 and up
LIFESTYLE,4.5,13,28M,Free,0,Everyone,Lifestyle,"May 9, 2017",1.17.0.0,2.3.3 and up
COMMUNICATION,4.2,781810,Varies with device,Free,0,Everyone,Communication,"August 1, 2018",Varies with device,Varies with device
BEAUTY,4.6,38,7.1M,Free,0,Everyone,Beauty,"May 29, 2018",1.0,4.0 and up
SPORTS,4.4,232423,35M,Free,0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up
BOOKS_AND_REFERENCE,,4,18M,Free,0,Everyone,Books & Reference,"February 4, 2018",4.0,4.0.3 and up
PHOTOGRAPHY,,0,1.7M,Paid,$2.00,Everyone,Photography,"April 29, 2018",1.0,4.0.3 and up
HEALTH_AND_FITNESS,4.6,251534,93M,Free,0,Everyone,Health & Fitness,"July 18, 2018",5.14.0,5.0 and up
TOOLS,,2,42M,Free,0,Everyone,Tools,"December 15, 2017",1.0.5,4.4 and up
BOOKS_AND_REFERENCE,4.7,1201,2.9M,Free,0,Everyone,Books & Reference,"June 24, 2015",1.0,2.3.3 and up
EVENTS,4.7,30,Varies with device,Free,0,Teen,Events,"May 23, 2018",Varies with device,Varies with device
SOCIAL,4.4,214,8.7M,Free,0,Teen,Social,"October 23, 2016",1.0.0.2,2.3 and up
FAMILY,4.6,1764,8.3M,Paid,$3.99,Everyone 10+,Strategy,"June 22, 2016",1.3.8,2.3.3 and up
FINANCE,3.7,120,31M,Free,0,Everyone,Finance,"October 23, 2017",4.1,4.0.3 and up
FAMILY,4.6,11480,93M,Free,0,Everyone,Simulation,"May 25, 2018",1.0.4,4.4 and up
GAME,4.1,7904,21M,Free,0,Everyone 10+,Action,"October 26, 2016",1.6.7,4.0.3 and up
GAME,3.8,10,36M,Free,0,Mature 17+,Word,"April 5, 2016",6,4.0.3 and up
GAME,4.1,4107,40M,Paid,$4.99,Everyone,Adventure,"July 16, 2015",1.2.0,4.1 and up
BOOKS_AND_REFERENCE,4.6,7,12M,Free,0,Everyone,Books & Reference,"March 19, 2018",1.0.9,4.4 and up
BUSINESS,4.2,159872,Varies with device,Free,0,Everyone,Business,"July 31, 2018",Varies with device,Varies with device
BEAUTY,,654,7.4M,Free,0,Teen,Beauty,"July 17, 2018",1.15,4.1 and up
SOCIAL,4.8,1264084,62M,Free,0,Teen,Social,"August 7, 2018",1.8.19179,4.0.3 and up
BOOKS_AND_REFERENCE,4.6,899010,Varies with device,Free,0,Everyone,Books & Reference,"July 30, 2018",Varies with device,Varies with device
FAMILY,,0,4.0M,Free,0,Everyone,Entertainment,"January 23, 2018",1.1,4.0.3 and up
NEWS_AND_MAGAZINES,4.2,2318,4.5M,Free,0,Everyone,News & Magazines,"December 13, 2014",2.3,2.3 and up
TRAVEL_AND_LOCAL,4.4,17878,28M,Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up
FAMILY,5.0,1,18M,Free,0,Everyone,Education,"August 2, 2018",1.0,4.4 and up
PRODUCTIVITY,4.6,1488396,Varies with device,Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device
SOCIAL,4.0,479909,15M,Free,0,Mature 17+,Social,"July 9, 2018",1.23.3.0,4.4 and up
GAME,4.2,156862,64M,Free,0,Everyone 10+,Action,"July 31, 2018",7.0.4,4.1 and up
PERSONALIZATION,4.4,1591,779k,Paid,$0.99,Everyone,Personalization,"January 7, 2015",1.1,4.0.3 and up
FAMILY,4.8,12137,63M,Free,0,Everyone 10+,Simulation;Pretend Play,"August 6, 2018",149,4.1 and up
DATING,3.7,101,15M,Free,0,Mature 17+,Dating,"July 24, 2018",2,4.1 and up
LIFESTYLE,,2,7.9M,Free,0,Everyone,Lifestyle,"June 27, 2018",3.5,4.4 and up
HEALTH_AND_FITNESS,4.8,220125,11M,Free,0,Everyone,Health & Fitness,"July 31, 2018",1.0.14,4.0 and up
LIFESTYLE,4.6,10484,9.0M,Free,0,Everyone,Lifestyle,"June 9, 2018",1.4.9,4.1 and up
TOOLS,3.4,16,4.0M,Free,0,Everyone,Tools,"August 7, 2018",1.0,5.0 and up
FAMILY,4.3,139545,63M,Free,0,Everyone,Racing;Action & Adventure,"January 30, 2018",1.6.1326,4.1 and up
GAME,4.5,184210,99M,Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
PERSONALIZATION,4.2,28806,7.1M,Free,0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up
LIFESTYLE,2.8,1189,18M,Free,0,Everyone,Lifestyle,"June 27, 2018",5.1.0,4.0.3 and up
SOCIAL,4.4,900064,13M,Free,0,Mature 17+,Social,"July 31, 2018",4.17.2,4.1 and up
FAMILY,3.9,536,10M,Free,0,Everyone,Casual,"June 27, 2017",2.0.0,4.0 and up
PHOTOGRAPHY,4.5,823109,Varies with device,Free,0,Everyone,Photography,"June 29, 2018",2.19.0.201907232,4.4 and up
GAME,4.2,5829,70M,Free,0,Teen,Strategy,"July 26, 2018",1.8.2,4.4 and up
GAME,4.4,327599,66M,Free,0,Teen,Action,"July 28, 2017",2.4.2,2.3.3 and up
TOOLS,3.3,236,221k,Free,0,Everyone,Tools,"September 20, 2011",1.6,2.1 and up
LIFESTYLE,4.3,206,32M,Paid,$4.99,Everyone,Lifestyle,"February 11, 2018",14.0,4.0.3 and up
FINANCE,3.4,42497,61M,Free,0,Teen,Finance,"July 2, 2018",10.1.28.560,4.3 and up
FINANCE,4.2,24980,9.2M,Free,0,Everyone,Finance,"July 16, 2018",2.1.3,4.1 and up
GAME,3.9,172281,50M,Free,0,Everyone,Word,"August 1, 2018",5.27.0.729,4.1 and up
COMMUNICATION,4.4,32254,5.5M,Free,0,Everyone,Communication,"December 4, 2017",3.9.7,2.1 and up
HEALTH_AND_FITNESS,4.5,1886,7.6M,Free,0,Everyone,Health & Fitness,"June 21, 2016",3.2.1,4.0 and up
BUSINESS,,4,5.2M,Free,0,Everyone,Business,"May 15, 2018",1.2,4.1 and up
EVENTS,4.0,9,3.3M,Free,0,Everyone,Events,"December 20, 2017",1.1.4,4.4 and up
FAMILY,4.0,248,26M,Paid,$2.99,Everyone,Board;Action & Adventure,"July 24, 2018",1.6,4.1 and up
FAMILY,3.6,5,5.4M,Free,0,Everyone,Education,"July 3, 2018",1.6.7.1,4.1 and up
FAMILY,5.0,1,59M,Free,0,Everyone,Entertainment,"May 24, 2018",1.0.9,4.4 and up
GAME,4.3,10485308,24M,Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up
FAMILY,4.4,765,51M,Free,0,Everyone,Education;Action & Adventure,"January 19, 2017",1.0.9,2.3 and up
LIFESTYLE,,0,4.3M,Free,0,Everyone,Lifestyle,"May 26, 2018",1.0,4.0 and up
SHOPPING,4.2,182,4.9M,Free,0,Everyone,Shopping,"August 3, 2018",1.3,2.2 and up
PRODUCTIVITY,4.3,496397,Varies with device,Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
PRODUCTIVITY,4.6,20,Varies with device,Free,0,Everyone,Productivity,"July 2, 2018",Varies with device,Varies with device
TOOLS,4.1,8137,3.9M,Free,0,Everyone,Tools,"February 25, 2018",1.11,4.3 and up
TOOLS,1.7,10,23M,Free,0,Everyone,Tools,"December 5, 2017",3.0,2.2 and up
BUSINESS,,1,30M,Free,0,Everyone,Business,"January 4, 2018",1.0.0,4.4 and up
SHOPPING,4.5,32014,18M,Free,0,Everyone,Shopping,"August 3, 2018",Varies with device,Varies with device
GAME,4.4,74673,17M,Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up
HEALTH_AND_FITNESS,4.1,27501,7.0M,Free,0,Everyone,Health & Fitness,"January 5, 2018",5.1.9,4.0 and up
TRAVEL_AND_LOCAL,3.6,32862,14M,Free,0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up
GAME,4.6,7672495,Varies with device,Free,0,Mature 17+,Action,"August 2, 2018",Varies with device,Varies with device
BUSINESS,4.6,770,5.6M,Free,0,Everyone,Business,"August 3, 2018",1.9,4.4 and up
TOOLS,,5,21M,Free,0,Everyone,Tools,"April 26, 2018",8.9.2.0.0,4.0.3 and up
FAMILY,4.3,143087,69M,Free,0,Everyone 10+,Role Playing,"July 12, 2018",1.9.22,4.0 and up
FINANCE,3.7,36718,Varies with device,Free,0,Everyone,Finance,"July 16, 2018",Varies with device,Varies with device
MEDICAL,4.4,163,40M,Free,0,Everyone,Medical,"June 29, 2018",10.4.1.015_05,4.0.3 and up
BUSINESS,4.1,294,9.8M,Free,0,Everyone,Business,"July 5, 2018",4.1.2,4.0 and up
SPORTS,3.6,28,48M,Paid,$2.99,Everyone,Sports,"March 28, 2017",1.0.3,1.5 and up
DATING,2.5,5377,19M,Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
FINANCE,4.5,853,27M,Free,0,Everyone,Finance,"July 12, 2018",4.13.72,4.1 and up
BUSINESS,4.5,176,19M,Free,0,Everyone,Business,"October 25, 2016",2.0,5.0 and up
SHOPPING,,31,34M,Free,0,Everyone,Shopping,"August 9, 2017",1.3.1,4.1 and up
MEDICAL,4.1,21,20M,Free,0,Everyone,Medical,"June 11, 2018",1.1,4.1 and up
SHOPPING,,0,10M,Free,0,Everyone,Shopping,"October 31, 2017",1.0,4.1 and up
SHOPPING,3.7,192,36M,Free,0,Everyone,Shopping,"August 3, 2018",0.8.129,4.1 and up
BOOKS_AND_REFERENCE,4.5,197,2.8M,Free,0,Everyone,Books & Reference,"January 3, 2017",1.2,4.1 and up
DATING,3.3,149,16M,Free,0,Mature 17+,Dating,"July 31, 2018",4.8.5,4.0.3 and up
BUSINESS,3.4,24,Varies with device,Free,0,Everyone,Business,"April 2, 2018",Varies with device,Varies with device
TOOLS,3.2,4908,38M,Free,0,Everyone,Tools,"May 23, 2018",2.8.0,4.0 and up
PERSONALIZATION,4.2,322,6.8M,Free,0,Everyone,Personalization,"May 29, 2017",1.0,4.1 and up
DATING,4.1,15081,38M,Free,0,Mature 17+,Dating,"July 26, 2018",4.7.6,4.1 and up
GAME,4.1,164,17M,Free,0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
TOOLS,4.7,92958,36M,Free,0,Everyone,Tools,"July 27, 2018",1.13.0,5.0 and up
EDUCATION,3.8,2469,11M,Free,0,Everyone,Education,"March 23, 2018",Varies with device,Varies with device
FINANCE,4.5,1308,3.7M,Free,0,Everyone,Finance,"June 8, 2015",13.0,2.2 and up
NEWS_AND_MAGAZINES,3.4,2436,Varies with device,Free,0,Everyone,News & Magazines,"June 26, 2018",Varies with device,Varies with device
FAMILY,3.9,2249,Varies with device,Free,0,Everyone,Art & Design;Creativity,"May 15, 2018",Varies with device,4.1 and up
FAMILY,4.6,9652,53M,Free,0,Everyone,Educational;Education,"July 16, 2018",2.0.7.4,4.1 and up
NEWS_AND_MAGAZINES,,1,1.3M,Free,0,Everyone,News & Magazines,"May 2, 2018",1.1,5.0 and up
SPORTS,4.2,798,4.7M,Free,0,Everyone 10+,Sports,"August 1, 2018",3.5,4.0 and up
FAMILY,5.0,8,3.8M,Free,0,Everyone,Entertainment,"January 12, 2018",2.0,4.0 and up
EDUCATION,4.4,148549,59M,Free,0,Everyone,Education;Education,"August 3, 2018",4.21.1,4.1 and up
GAME,4.6,44891723,98M,Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up
COMMUNICATION,4.3,158679,8.8M,Free,0,Everyone,Communication,"August 3, 2018",2.4.1,4.4 and up
FINANCE,3.4,5,8.8M,Free,0,Everyone,Finance,"July 18, 2017",1.0.7,4.0 and up
MEDICAL,4.1,80,48M,Paid,$14.99,Everyone,Medical,"November 5, 2013",1.0,3.0 and up
SPORTS,4.5,68072,40M,Free,0,Everyone,Sports,"July 26, 2018",1.1.7,4.1 and up
PERSONALIZATION,,3,6.5M,Free,0,Everyone,Personalization,"December 10, 2017",1.0.0,4.3 and up
BUSINESS,4.4,1254730,Varies with device,Free,0,Everyone,Business,"August 3, 2018",Varies with device,Varies with device
SOCIAL,,2,11M,Free,0,Teen,Social,"July 21, 2018",1.1.1,4.4 and up
FAMILY,4.6,29155,83M,Free,0,Everyone,Educational;Pretend Play,"July 26, 2018",1.0.4,4.1 and up
MEDICAL,,0,Varies with device,Free,0,Everyone,Medical,"July 27, 2018",1.0,Varies with device
ART_AND_DESIGN,4.0,18,3.6M,Free,0,Everyone,Art & Design,"March 22, 2018",1.1,4.0 and up
FAMILY,,13,34M,Free,0,Everyone,Entertainment,"March 25, 2018",5.0.45,4.1 and up
PERSONALIZATION,4.4,2591610,Varies with device,Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,4.7,6,9.7M,Free,0,Teen,Health & Fitness,"April 24, 2018",1.0.7,5.0 and up
BUSINESS,4.3,34,26M,Free,0,Everyone,Business,"October 10, 2017",1.0,4.0.3 and up
FAMILY,,8,10M,Free,0,Everyone,Entertainment,"October 23, 2017",3.3.6,4.1 and up
FAMILY,4.4,4064868,69M,Free,0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up
LIFESTYLE,,0,15M,Free,0,Everyone,Lifestyle,"June 2, 2018",2.13,4.0.3 and up
BOOKS_AND_REFERENCE,4.7,14,27M,Free,0,Everyone,Books & Reference,"March 5, 2018",1.9,4.1 and up
FAMILY,,1,8.7M,Free,0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
TOOLS,4.0,32879,3.2M,Free,0,Everyone,Tools,"August 4, 2018",5.19,4.0.3 and up
MEDICAL,,3,17M,Free,0,Everyone,Medical,"July 18, 2018",2.0.101,4.4 and up
FAMILY,3.9,3720,11M,Free,0,Everyone,Entertainment,"December 4, 2016",4.2.3,4.0.3 and up
COMMUNICATION,5.0,8,29M,Free,0,Teen,Communication,"March 14, 2018",1.0,4.1 and up
PERSONALIZATION,4.2,66730,7.0M,Free,0,Everyone,Personalization,"May 21, 2018",18.0,4.1 and up
COMMUNICATION,,49,1.1M,Free,0,Everyone,Communication,"June 25, 2013",1.0.2,2.3 and up
SOCIAL,4.4,540930,5.3M,Free,0,Teen,Social,"July 23, 2018",50.2 lite,2.2 and up
LIFESTYLE,4.4,5,4.6M,Free,0,Everyone,Lifestyle,"January 14, 2017",1.0,2.3 and up
PERSONALIZATION,,1,1.3M,Free,0,Everyone,Personalization,"June 27, 2018",3.0,5.1 and up
TRAVEL_AND_LOCAL,4.4,48930,15M,Free,0,Everyone,Travel & Local,"July 26, 2018",4.38.176,4.4 and up
SHOPPING,4.4,210208,Varies with device,Free,0,Everyone,Shopping,"August 1, 2018",Varies with device,Varies with device
GAME,4.1,91667,27M,Free,0,Everyone,Arcade,"July 24, 2018",3.3,2.3 and up
GAME,,3,14M,Free,0,Everyone,Action,"November 19, 2015",1.0,2.3.3 and up
