Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
NEWS_AND_MAGAZINES,4.9,58,3.8M,Paid,$2.99,Everyone,News & Magazines,"May 26, 2018"
LIFESTYLE,2.1,86,29M,Free,0,Everyone,Lifestyle,"July 17, 2018"
TOOLS,4.5,273283,22M,Free,0,Everyone,Tools,"July 11, 2018"
EDUCATION,4.2,215301,Varies with device,Free,0,Everyone,Education,"August 1, 2018"
FAMILY,4.1,235486,63M,Free,0,Teen,Entertainment,"June 1, 2018"
PERSONALIZATION,4.2,290241,4.1M,Free,0,Everyone,Personalization,"June 24, 2014"
DATING,4.3,0,4.9M,Free,0,Teen,Dating,"July 26, 2018"
LIBRARIES_AND_DEMO,4.2,23859,860k,Free,0,Everyone,Libraries & Demo,"October 29, 2014"
GAME,4.4,5566669,97M,Free,0,Everyone,Arcade,"May 24, 2018"
AUTO_AND_VEHICLES,4.2,129,54M,Free,0,Everyone,Auto & Vehicles,"July 26, 2018"
DATING,4.3,0,13M,Free,0,Mature 17+,Dating,"July 9, 2018"
FAMILY,4.0,17543,19M,Free,0,Everyone,Casual,"January 25, 2018"
BUSINESS,4.3,2,19M,Free,0,Everyone,Business,"September 29, 2017"
FAMILY,4.2,17786,16M,Free,0,Everyone,Casual,"May 14, 2018"
SPORTS,3.9,188834,Varies with device,Free,0,Everyone,Sports,"July 24, 2018"
FAMILY,3.4,121,6.3M,Free,0,Everyone,Entertainment,"December 26, 2017"
TOOLS,4.3,0,4.0M,Free,0,Everyone,Tools,"June 13, 2018"
SOCIAL,5.0,7,18M,Free,0,Everyone,Social,"July 25, 2018"
GAME,4.5,1468591,Varies with device,Free,0,Mature 17+,Action,"July 23, 2018"
PERSONALIZATION,4.6,41000,2.0M,Free,0,Everyone,Personalization,"February 23, 2014"
LIFESTYLE,3.5,6747,Varies with device,Free,0,Everyone,Lifestyle,"June 11, 2018"
FAMILY,3.6,135,75M,Free,0,Everyone 10+,Role Playing,"June 1, 2018"
GAME,4.3,955656,82M,Free,0,Teen,Action,"June 26, 2018"
GAME,3.9,1202,34M,Free,0,Everyone,Racing,"June 28, 2018"
MEDICAL,3.4,77,9.9M,Paid,$2.99,Everyone,Medical,"April 18, 2017"
FAMILY,4.4,29,5.3M,Free,0,Everyone,Education,"July 3, 2018"
PRODUCTIVITY,4.3,0,8.7M,Free,0,Everyone,Productivity,"April 18, 2017"
GAME,4.4,4066980,69M,Free,0,Everyone 10+,Strategy,"July 6, 2018"
EDUCATION,4.4,33646,7.0M,Free,0,Everyone,Education,"July 15, 2018"
FINANCE,4.7,642,3.2M,Free,0,Everyone,Finance,"April 27, 2018"
SPORTS,4.2,1904,9.9M,Free,0,Everyone,Sports,"June 11, 2018"
GAME,4.5,5387781,53M,Free,0,Everyone,Racing,"February 27, 2018"
FAMILY,4.4,6367,96M,Free,0,Everyone,Simulation,"July 14, 2017"
FAMILY,4.3,82499,Varies with device,Free,0,Everyone,Entertainment;Music & Video,"July 5, 2018"
BUSINESS,4.4,1630,2.2M,Free,0,Everyone,Business,"August 22, 2017"
MEDICAL,4.3,0,40M,Free,0,Everyone,Medical,"July 24, 2018"
BOOKS_AND_REFERENCE,4.6,2915189,Varies with device,Free,0,Teen,Books & Reference,"August 1, 2018"
HEALTH_AND_FITNESS,4.2,270267,58M,Free,0,Everyone,Health & Fitness,"July 31, 2018"
AUTO_AND_VEHICLES,4.6,5097,19M,Free,0,Everyone,Auto & Vehicles,"July 23, 2018"
BOOKS_AND_REFERENCE,4.3,0,2.6M,Free,0,Everyone,Books & Reference,"June 11, 2018"
BOOKS_AND_REFERENCE,4.2,87873,Varies with device,Free,0,Teen,Books & Reference,"May 28, 2018"
FAMILY,4.2,2557,5.8M,Paid,$4.99,Everyone 10+,Adventure;Action & Adventure,"May 9, 2016"
SOCIAL,4.3,175523,Varies with device,Free,0,Mature 17+,Social,"July 23, 2018"
FINANCE,4.5,64959,39M,Free,0,Everyone,Finance,"June 18, 2018"
EDUCATION,4.4,90481,Varies with device,Free,0,Everyone,Education,"July 27, 2018"
VIDEO_PLAYERS,4.8,258277,Varies with device,Free,0,Everyone,Video Players & Editors,"August 3, 2018"
LIFESTYLE,5.0,10,3.0M,Free,0,Everyone,Lifestyle,"January 14, 2018"
FINANCE,4.3,70,3.9M,Free,0,Everyone,Finance,"May 14, 2018"
TOOLS,5.0,47,17M,Free,0,Everyone,Tools,"April 10, 2018"
FAMILY,4.6,18893,91M,Free,0,Everyone,Casual;Pretend Play,"June 9, 2018"
PRODUCTIVITY,4.1,6850,11M,Free,0,Everyone,Productivity,"August 8, 2016"
SHOPPING,4.1,9701,14M,Free,0,Everyone,Shopping,"July 25, 2018"
BOOKS_AND_REFERENCE,4.2,8342,Varies with device,Free,0,Everyone,Books & Reference,"August 28, 2017"
FINANCE,4.3,4,2.7M,Free,0,Everyone,Finance,"March 28, 2018"
MEDICAL,4.3,3,62M,Paid,$24.99,Everyone,Medical,"October 5, 2017"
GAME,4.5,1137267,59M,Free,0,Teen,Arcade,"May 29, 2018"
FAMILY,4.4,496,94M,Free,0,Everyone,Education;Education,"July 11, 2018"
PERSONALIZATION,4.1,35771,3.5M,Free,0,Everyone,Personalization,"May 4, 2018"
TOOLS,4.4,5745093,Varies with device,Free,0,Everyone,Tools,"August 4, 2018"
COMMUNICATION,3.8,15036,253k,Free,0,Everyone,Communication,"August 1, 2015"
MEDICAL,4.6,21189,36M,Free,0,Everyone,Medical,"August 6, 2018"
MEDICAL,2.3,11,12M,Free,0,Everyone,Medical,"July 12, 2018"
FAMILY,3.2,24,4.8M,Free,0,Everyone,Entertainment,"July 28, 2018"
MEDICAL,4.4,197,20M,Free,0,Everyone,Medical,"August 2, 2018"
BUSINESS,4.3,14955,Varies with device,Free,0,Everyone,Business,"July 30, 2018"
TOOLS,2.9,33,141k,Paid,$4.99,Everyone,Tools,"August 21, 2015"
COMICS,4.5,1013944,Varies with device,Free,0,Teen,Comics,"July 31, 2018"
TOOLS,4.6,739329,Varies with device,Free,0,Everyone,Tools,"April 17, 2018"
COMICS,4.4,2012,3.6M,Free,0,Everyone,Comics,"March 4, 2017"
MEDICAL,4.0,1545,74M,Free,0,Everyone,Medical,"July 30, 2018"
HOUSE_AND_HOME,4.5,103305,Varies with device,Free,0,Everyone,House & Home,"July 31, 2018"
BUSINESS,4.3,29331,20M,Free,0,Everyone,Business,"July 30, 2018"
TOOLS,3.5,17,7.4M,Free,0,Everyone,Tools,"June 4, 2018"
BUSINESS,4.3,2,1.6M,Free,0,Everyone,Business,"May 22, 2018"
TRAVEL_AND_LOCAL,4.4,17878,28M,Free,0,Everyone,Travel & Local,"July 16, 2018"
GAME,4.3,0,23M,Free,0,Teen,Casino,"March 7, 2016"
TOOLS,3.3,47,18M,Free,0,Everyone,Tools,"March 16, 2018"
TOOLS,4.5,4228,656k,Free,0,Everyone,Tools,"July 2, 2018"
ENTERTAINMENT,4.1,1033,16M,Free,0,Teen,Entertainment,"July 27, 2018"
FINANCE,4.1,31804,9.8M,Free,0,Everyone,Finance,"July 27, 2018"
SHOPPING,4.3,3,1.2M,Free,0,Everyone,Shopping,"June 25, 2015"
FAMILY,4.3,20,3.5M,Free,0,Everyone,Casual,"June 3, 2015"
LIFESTYLE,4.4,28,8.8M,Free,0,Everyone,Lifestyle,"July 19, 2018"
FAMILY,3.4,2714,52M,Free,0,Mature 17+,Casual,"November 19, 2017"
FAMILY,4.5,773,55M,Free,0,Everyone,Arcade;Action & Adventure,"August 22, 2017"
FAMILY,3.2,190,23M,Free,0,Everyone,Education,"July 23, 2018"
FOOD_AND_DRINK,5.0,2,33M,Free,0,Everyone,Food & Drink,"March 8, 2018"
BUSINESS,4.3,0,2.7M,Free,0,Everyone,Business,"December 1, 2016"
BUSINESS,4.3,0,3.3M,Free,0,Everyone,Business,"February 23, 2018"
DATING,4.4,59,38M,Free,0,Everyone,Dating,"July 19, 2018"
FAMILY,3.6,1185,3.9M,Free,0,Everyone,Education,"April 11, 2017"
FAMILY,4.3,1130,48M,Free,0,Teen,Simulation,"April 3, 2015"
ENTERTAINMENT,3.8,92058,12M,Free,0,Teen,Entertainment,"July 20, 2018"
FAMILY,4.3,2,28M,Free,0,Everyone,Educational,"December 21, 2016"
TOOLS,4.3,249,626k,Free,0,Everyone,Tools,"August 8, 2013"
FAMILY,4.5,8,1.7M,Free,0,Everyone,Education,"March 12, 2017"
FAMILY,4.3,1369,9.8M,Free,0,Everyone,Music & Audio;Music & Video,"March 5, 2016"
HEALTH_AND_FITNESS,4.5,233243,Varies with device,Free,0,Everyone,Health & Fitness,"July 23, 2018"
FAMILY,4.2,35172,34M,Free,0,Teen,Strategy,"January 20, 2017"
BUSINESS,4.4,70991,Varies with device,Free,0,Everyone,Business,"July 24, 2018"
EDUCATION,4.2,8599,17M,Free,0,Everyone,Education,"July 11, 2018"
COMMUNICATION,3.7,166,2.0M,Paid,$4.99,Everyone,Communication,"March 14, 2017"
VIDEO_PLAYERS,4.7,3,2.8M,Free,0,Everyone,Video Players & Editors,"November 26, 2017"
FAMILY,4.2,7000,26M,Free,0,Teen,Entertainment,"August 2, 2018"
VIDEO_PLAYERS,4.1,24565,5.5M,Free,0,Everyone,Video Players & Editors,"March 4, 2016"
ART_AND_DESIGN,4.7,174531,24M,Free,0,Everyone,Art & Design,"July 31, 2018"
BUSINESS,3.8,17,6.1M,Free,0,Everyone,Business,"November 9, 2016"
GAME,4.1,1703479,Varies with device,Free,0,Everyone,Arcade,"July 22, 2018"
AUTO_AND_VEHICLES,3.2,250,1.1M,Free,0,Everyone,Auto & Vehicles,"April 27, 2018"
GAME,4.3,1295606,11M,Free,0,Everyone,Puzzle,"April 11, 2018"
FAMILY,4.3,382,15M,Paid,$2.99,Everyone,Education;Action & Adventure,"March 7, 2017"
SOCIAL,4.4,2953886,Varies with device,Free,0,Mature 17+,Social,"August 1, 2018"
MEDICAL,5.0,6,26M,Free,0,Everyone,Medical,"May 25, 2018"
MEDICAL,4.9,28,5.7M,Free,0,Everyone,Medical,"July 7, 2018"
NEWS_AND_MAGAZINES,3.9,878065,13M,Free,0,Teen,News & Magazines,"August 1, 2018"
MEDICAL,4.8,3052,12M,Free,0,Everyone,Medical,"July 31, 2018"
FINANCE,4.3,0,2.6M,Paid,$30.99,Everyone,Finance,"January 9, 2018"
TOOLS,4.3,0,2.3M,Free,0,Everyone,Tools,"April 12, 2018"
TOOLS,1.0,1,24M,Free,0,Everyone,Tools,"March 27, 2018"
GAME,3.2,768,1.4M,Free,0,Everyone,Arcade,"June 5, 2013"
COMICS,5.0,34,12M,Free,0,Everyone,Comics,"July 31, 2018"
LIBRARIES_AND_DEMO,4.3,31,3.4M,Free,0,Everyone,Libraries & Demo,"December 14, 2017"
BOOKS_AND_REFERENCE,4.6,361780,9.7M,Free,0,Everyone,Books & Reference,"May 30, 2018"
HOUSE_AND_HOME,4.5,162243,12M,Free,0,Everyone,House & Home,"July 26, 2018"
LIFESTYLE,4.5,532,6.4M,Free,0,Everyone,Lifestyle,"June 28, 2015"
FAMILY,4.0,1469,5.2M,Free,0,Everyone,Entertainment,"January 29, 2018"
MEDICAL,5.0,2,11M,Free,0,Mature 17+,Medical,"June 6, 2018"
TRAVEL_AND_LOCAL,3.0,2719,17M,Free,0,Teen,Travel & Local,"August 2, 2018"
GAME,4.7,55952,61M,Free,0,Everyone 10+,Arcade,"July 13, 2017"
GAME,4.6,811040,77M,Free,0,Teen,Strategy,"May 10, 2018"
LIFESTYLE,4.5,82145,30M,Free,0,Everyone,Lifestyle,"July 5, 2018"
COMMUNICATION,4.6,93930,14M,Free,0,Everyone,Communication,"August 1, 2018"
FAMILY,4.2,32812,14M,Paid,$2.99,Everyone,Simulation;Education,"April 10, 2018"
TOOLS,4.3,0,8.8M,Free,0,Everyone,Tools,"December 5, 2017"
HEALTH_AND_FITNESS,4.3,0,8.6M,Free,0,Everyone,Health & Fitness,"May 15, 2018"
ENTERTAINMENT,3.9,8674,19M,Free,0,Teen,Entertainment,"May 25, 2018"
MEDICAL,4.3,0,29M,Free,0,Everyone,Medical,"July 17, 2017"
GAME,3.7,8014,37M,Paid,$2.99,Everyone,Arcade,"April 4, 2016"
PERSONALIZATION,3.5,178,1.4M,Free,0,Everyone,Personalization,"December 26, 2015"
SPORTS,3.9,47688,17M,Free,0,Everyone,Sports,"May 18, 2016"
HOUSE_AND_HOME,4.1,2427,5.3M,Free,0,Everyone,House & Home,"March 12, 2015"
MEDICAL,5.0,1,6.1M,Free,0,Mature 17+,Medical,"March 8, 2018"
SOCIAL,4.3,0,8.7M,Paid,$13.99,Teen,Social,"July 28, 2017"
LIBRARIES_AND_DEMO,3.8,18,496k,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
PHOTOGRAPHY,3.5,12204,6.8M,Free,0,Everyone,Photography,"March 14, 2017"
LIFESTYLE,3.8,718,26M,Paid,$399.99,Everyone,Lifestyle,"March 11, 2018"
TRAVEL_AND_LOCAL,4.3,15680,11M,Free,0,Everyone,Travel & Local,"July 6, 2018"
GAME,4.6,190274,46M,Free,0,Everyone,Arcade,"July 9, 2018"
GAME,4.6,15,3.2M,Free,0,Everyone,Arcade,"July 5, 2017"
SHOPPING,4.4,385764,8.4M,Free,0,Mature 17+,Shopping,"August 5, 2018"
GAME,3.7,303,38M,Free,0,Everyone,Arcade,"July 12, 2017"
TOOLS,4.3,19234,14M,Free,0,Everyone,Tools,"February 23, 2017"
SPORTS,4.3,91031,Varies with device,Free,0,Everyone,Sports,"August 4, 2018"
TOOLS,3.7,7,2.7M,Free,0,Everyone,Tools,"April 3, 2018"
SOCIAL,4.6,16801,Varies with device,Free,0,Everyone,Social,"July 16, 2018"
EVENTS,4.6,3874,14M,Free,0,Everyone,Events,"July 27, 2018"
PRODUCTIVITY,4.3,6,1.1M,Free,0,Everyone,Productivity,"August 2, 2018"
TOOLS,3.7,9221,1.7M,Free,0,Everyone,Tools,"April 12, 2018"
GAME,4.4,2123381,49M,Free,0,Everyone,Puzzle,"July 5, 2018"
TOOLS,3.9,6736,72k,Free,0,Everyone,Tools,"February 2, 2014"
PRODUCTIVITY,4.6,84,23M,Paid,$4.29,Mature 17+,Productivity,"April 29, 2016"
LIFESTYLE,1.8,5,18M,Free,0,Everyone 10+,Lifestyle,"February 12, 2018"
FAMILY,4.3,2263,55M,Free,0,Everyone,Puzzle;Action & Adventure,"September 21, 2017"
TOOLS,5.0,2,3.3M,Paid,$0.99,Everyone,Tools,"July 26, 2018"
FAMILY,4.6,171017,13M,Free,0,Teen,Entertainment,"July 22, 2018"
SPORTS,3.6,9,13M,Free,0,Teen,Sports,"August 6, 2016"
LIBRARIES_AND_DEMO,4.2,130272,50M,Free,0,Everyone,Libraries & Demo,"March 14, 2016"
BEAUTY,4.1,66,2.9M,Free,0,Everyone,Beauty,"April 5, 2018"
PARENTING,4.7,247,28M,Free,0,Everyone,Parenting;Music & Video,"March 19, 2018"
FAMILY,4.5,29495,56M,Free,0,Teen,Simulation,"May 24, 2018"
PERSONALIZATION,4.1,720,10M,Free,0,Everyone,Personalization,"March 13, 2018"
VIDEO_PLAYERS,3.1,167,2.0M,Paid,$0.99,Everyone,Video Players & Editors,"June 21, 2018"
FINANCE,3.5,256,28M,Free,0,Everyone,Finance,"November 2, 2017"
TOOLS,3.5,383,26M,Free,0,Everyone,Tools,"July 30, 2018"
FAMILY,4.3,128,22M,Free,0,Everyone,Puzzle,"September 12, 2017"
FAMILY,4.3,0,3.3M,Paid,$0.99,Everyone,Education,"February 22, 2018"
SOCIAL,4.8,5369,63M,Free,0,Teen,Social,"July 13, 2018"
FAMILY,4.3,0,13M,Free,0,Everyone,Education,"November 23, 2017"
BEAUTY,4.8,104,12M,Free,0,Everyone,Beauty,"June 26, 2018"
PRODUCTIVITY,4.6,2401017,Varies with device,Free,0,Everyone,Productivity,"June 27, 2018"
DATING,3.9,8723,13M,Free,0,Mature 17+,Dating,"June 20, 2018"
EDUCATION,4.4,390,41M,Free,0,Everyone,Education;Education,"February 3, 2018"
HEALTH_AND_FITNESS,4.5,183662,57M,Free,0,Everyone,Health & Fitness,"July 27, 2018"
MEDICAL,4.3,67,82M,Free,0,Everyone,Medical,"July 31, 2018"
LIFESTYLE,4.3,0,4.9M,Free,0,Everyone,Lifestyle,"September 12, 2017"
LIBRARIES_AND_DEMO,4.3,25,2.5M,Free,0,Everyone,Libraries & Demo,"June 23, 2018"
GAME,4.2,1500622,33M,Free,0,Everyone,Action,"April 9, 2018"
TOOLS,4.3,3,1.0M,Free,0,Everyone,Tools,"July 30, 2015"
FAMILY,4.6,5395,58M,Free,0,Everyone,Arcade;Action & Adventure,"May 24, 2018"
GAME,4.1,155,32M,Paid,$2.49,Everyone,Arcade,"May 26, 2018"
BOOKS_AND_REFERENCE,4.1,91615,23M,Free,0,Mature 17+,Books & Reference,"June 29, 2018"
BUSINESS,5.0,3,23M,Free,0,Everyone,Business,"July 24, 2018"
GAME,4.3,59,1.4M,Free,0,Everyone,Board,"April 8, 2017"
GAME,3.9,20,4.8M,Free,0,Everyone,Card,"May 21, 2018"
COMMUNICATION,4.3,0,Varies with device,Free,0,Everyone,Communication,"May 18, 2017"
NEWS_AND_MAGAZINES,4.2,201737,Varies with device,Free,0,Everyone 10+,News & Magazines,"July 3, 2018"
FAMILY,4.5,514088,83M,Free,0,Everyone,Arcade;Action & Adventure,"May 30, 2018"
VIDEO_PLAYERS,4.3,7557,5.6M,Free,0,Everyone,Video Players & Editors,"July 25, 2018"
FINANCE,4.1,31218,Varies with device,Free,0,Everyone,Finance,"July 31, 2018"
MEDICAL,4.3,0,29M,Free,0,Everyone,Medical,"May 3, 2017"
VIDEO_PLAYERS,4.2,1971777,29M,Free,0,Teen,Video Players & Editors,"May 11, 2018"
GAME,4.1,1686,4.6M,Free,0,Teen,Casino,"April 20, 2015"
GAME,4.3,183,68M,Free,0,Everyone,Racing,"June 14, 2018"
FAMILY,4.2,2233681,97M,Free,0,Teen,Strategy,"August 1, 2018"
GAME,4.3,4,2.9M,Paid,$0.99,Teen,Board,"April 26, 2018"
FAMILY,4.8,4,43M,Free,0,Everyone,Casual,"February 6, 2018"
BOOKS_AND_REFERENCE,4.8,238,27M,Free,0,Everyone,Books & Reference,"May 25, 2018"
LIFESTYLE,5.0,7,3.4M,Free,0,Everyone,Lifestyle,"June 9, 2018"
PRODUCTIVITY,4.3,0,5.8M,Free,0,Everyone,Productivity,"August 17, 2017"
COMMUNICATION,4.4,1429038,Varies with device,Free,0,Everyone,Communication,"July 25, 2018"
MEDICAL,4.9,25,46M,Free,0,Everyone,Medical,"April 17, 2018"
FAMILY,3.9,623,8.5M,Free,0,Everyone,Education,"March 26, 2018"
BUSINESS,4.3,1,10M,Free,0,Everyone,Business,"March 4, 2015"
DATING,4.1,11,11M,Free,0,Mature 17+,Dating,"July 14, 2018"
PRODUCTIVITY,4.4,691474,Varies with device,Free,0,Everyone,Productivity,"August 6, 2018"
LIFESTYLE,4.3,4,17M,Free,0,Everyone,Lifestyle,"October 18, 2017"
TOOLS,4.4,117850,17M,Free,0,Everyone,Tools,"May 19, 2018"
GAME,4.2,685981,37M,Free,0,Everyone,Arcade,"May 15, 2018"
PRODUCTIVITY,4.2,80581,2.5M,Free,0,Everyone,Productivity,"October 16, 2016"
COMMUNICATION,3.9,684,61k,Free,0,Everyone,Communication,"May 14, 2015"
FAMILY,4.5,302,3.0M,Free,0,Everyone,Education,"November 30, 2017"
SHOPPING,4.3,105773,Varies with device,Free,0,Everyone,Shopping,"August 5, 2018"
MEDICAL,4.3,3,10M,Free,0,Everyone,Medical,"April 9, 2018"
PHOTOGRAPHY,4.3,1,67M,Free,0,Everyone,Photography,"October 19, 2016"
HEALTH_AND_FITNESS,4.3,979,Varies with device,Free,0,Everyone,Health & Fitness,"December 24, 2017"
TOOLS,4.4,103909,9.2M,Free,0,Everyone,Tools,"May 11, 2018"
LIFESTYLE,4.3,2,3.0M,Free,0,Everyone,Lifestyle,"July 24, 2018"
SOCIAL,4.3,0,1.1M,Free,0,Everyone,Social,"April 27, 2016"
FAMILY,4.3,1574204,37M,Free,0,Everyone,Puzzle;Action & Adventure,"July 27, 2018"
PRODUCTIVITY,4.6,1075,Varies with device,Free,0,Everyone,Productivity,"January 22, 2018"
GAME,4.2,3846378,82M,Free,0,Everyone,Racing,"May 30, 2018"
DATING,3.9,105,27M,Free,0,Mature 17+,Dating,"June 19, 2018"
TOOLS,4.4,4931562,Varies with device,Free,0,Everyone,Tools,"June 11, 2018"
HEALTH_AND_FITNESS,4.6,71269,49M,Free,0,Everyone,Health & Fitness,"March 30, 2018"
LIFESTYLE,4.3,5,28M,Free,0,Everyone,Lifestyle,"February 16, 2017"
SOCIAL,4.3,3806669,Varies with device,Free,0,Mature 17+,Social,"August 1, 2018"
TOOLS,4.3,94427,Varies with device,Free,0,Everyone,Tools,"August 2, 2018"
TOOLS,4.0,182,1.7M,Free,0,Everyone,Tools,"August 14, 2017"
PHOTOGRAPHY,4.2,477831,51M,Free,0,Everyone,Photography,"July 28, 2018"
HOUSE_AND_HOME,4.0,4281,27M,Free,0,Everyone,House & Home,"August 5, 2018"
PHOTOGRAPHY,4.1,106080,35M,Free,0,Everyone,Photography,"June 27, 2018"
FAMILY,4.6,5969,31M,Paid,$12.99,Everyone,Simulation,"June 29, 2018"
FAMILY,4.1,7,22M,Free,0,Everyone,Entertainment,"September 17, 2016"
SOCIAL,4.4,54768,2.6M,Free,0,Everyone,Social,"May 16, 2018"
MEDICAL,4.3,22,18M,Free,0,Everyone,Medical,"March 16, 2018"
PERSONALIZATION,4.6,89,11M,Paid,$0.99,Everyone,Personalization,"October 21, 2017"
EDUCATION,4.0,835,15M,Free,0,Everyone,Education,"December 20, 2016"
SOCIAL,4.0,22695,Varies with device,Free,0,Everyone 10+,Social,"June 21, 2018"
LIFESTYLE,4.6,275,3.9M,Paid,$2.99,Everyone,Lifestyle,"July 17, 2018"
FAMILY,4.3,38,2.8M,Free,0,Everyone,Entertainment,"March 12, 2018"
PRODUCTIVITY,4.3,144879,Varies with device,Free,0,Everyone,Productivity,"January 24, 2016"
COMMUNICATION,3.4,49,4.0M,Free,0,Everyone,Communication,"February 10, 2017"
SOCIAL,4.6,4305441,Varies with device,Free,0,Teen,Social,"August 3, 2018"
TOOLS,4.3,123,2.9M,Free,0,Everyone,Tools,"February 9, 2016"
FAMILY,4.1,175625,16M,Free,0,Everyone,Racing;Action & Adventure,"November 22, 2017"
SHOPPING,4.2,142512,15M,Free,0,Everyone,Shopping,"July 25, 2018"
SHOPPING,4.2,24953,Varies with device,Free,0,Everyone,Shopping,"June 21, 2018"
TOOLS,3.9,1417,2.9M,Paid,$3.28,Everyone,Tools,"August 15, 2017"
TRAVEL_AND_LOCAL,3.7,21443,Varies with device,Free,0,Everyone,Travel & Local,"January 30, 2018"
GAME,4.6,21266,45M,Paid,$2.99,Teen,Action,"July 26, 2015"
TRAVEL_AND_LOCAL,3.7,40,9.0M,Paid,$8.49,Everyone,Travel & Local,"August 18, 2016"
HOUSE_AND_HOME,4.5,7619,13M,Free,0,Everyone,House & Home,"July 12, 2018"
PERSONALIZATION,4.6,1121805,Varies with device,Free,0,Everyone,Personalization,"May 14, 2018"
SPORTS,4.3,9,3.5M,Free,0,Everyone,Sports,"March 22, 2017"
COMMUNICATION,3.6,9894,39M,Free,0,Everyone,Communication,"July 26, 2018"
PHOTOGRAPHY,4.3,18325,Varies with device,Free,0,Everyone,Photography,"September 3, 2017"
FAMILY,4.1,68286,85M,Free,0,Everyone,Casual;Creativity,"July 30, 2018"
PRODUCTIVITY,4.4,2731211,Varies with device,Free,0,Everyone,Productivity,"August 6, 2018"
MEDICAL,4.1,84,6.1M,Free,0,Everyone,Medical,"December 11, 2017"
LIFESTYLE,3.9,73,3.8M,Free,0,Everyone,Lifestyle,"December 21, 2016"
FINANCE,3.8,1054,9.7M,Free,0,Everyone,Finance,"July 10, 2018"
FINANCE,4.4,39041,Varies with device,Free,0,Everyone,Finance,"August 3, 2018"
SHOPPING,4.6,5917485,Varies with device,Free,0,Teen,Shopping,"August 6, 2018"
GAME,4.2,128579,Varies with device,Free,0,Everyone,Action,"May 6, 2018"
HEALTH_AND_FITNESS,4.7,50294,11M,Free,0,Everyone,Health & Fitness,"July 9, 2018"
FAMILY,4.3,0,2.8M,Free,0,Mature 17+,Entertainment,"August 2, 2018"
DATING,3.4,212,3.0M,Free,0,Mature 17+,Dating,"June 13, 2018"
HEALTH_AND_FITNESS,4.6,9612,3.5M,Free,0,Everyone,Health & Fitness,"May 18, 2018"
TOOLS,3.9,37,21M,Free,0,Everyone,Tools,"July 18, 2018"
HOUSE_AND_HOME,4.6,353800,Varies with device,Free,0,Everyone,House & Home,"August 1, 2018"
FAMILY,4.3,374,26M,Free,0,Everyone,Education,"October 9, 2017"
SPORTS,4.6,60,24M,Paid,$1.99,Everyone,Sports,"March 7, 2014"
FAMILY,4.2,2178,99M,Free,0,Everyone,Racing;Action & Adventure,"August 23, 2017"
MAPS_AND_NAVIGATION,3.7,96,14M,Free,0,Everyone,Maps & Navigation,"November 14, 2017"
PHOTOGRAPHY,4.0,33439,3.9M,Free,0,Everyone,Photography,"July 18, 2016"
LIBRARIES_AND_DEMO,4.4,63,417k,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
SHOPPING,4.3,85,2.9M,Free,0,Everyone,Shopping,"June 26, 2018"
GAME,3.6,182,41M,Free,0,Teen,Adventure,"March 1, 2018"
FAMILY,4.3,27,12M,Free,0,Everyone,Education,"July 28, 2016"
FAMILY,4.3,367,5.1M,Free,0,Everyone,Entertainment,"May 17, 2018"
TOOLS,4.3,1,Varies with device,Free,0,Everyone,Tools,"August 2, 2018"
TOOLS,4.6,251,3.8M,Paid,$0.99,Everyone,Tools,"August 5, 2018"
BUSINESS,4.1,25,2.4M,Free,0,Everyone,Business,"November 27, 2017"
HEALTH_AND_FITNESS,4.6,299,11M,Free,0,Everyone,Health & Fitness,"August 3, 2018"
TOOLS,4.3,0,191k,Free,0,Everyone,Tools,"August 13, 2017"
TOOLS,4.2,38,251k,Free,0,Everyone,Tools,"January 26, 2017"
FAMILY,4.3,2,2.3M,Free,0,Everyone,Education,"May 22, 2018"
VIDEO_PLAYERS,4.6,148715,3.3M,Free,0,Everyone,Video Players & Editors,"December 20, 2017"
LIBRARIES_AND_DEMO,4.5,23,31M,Free,0,Everyone,Libraries & Demo,"July 11, 2018"
TOOLS,4.2,789,Varies with device,Free,0,Everyone,Tools,"August 5, 2014"
COMMUNICATION,4.3,0,269k,Paid,$2.49,Everyone,Communication,"March 16, 2018"
SHOPPING,4.4,19212,6.9M,Free,0,Everyone,Shopping,"August 3, 2018"
NEWS_AND_MAGAZINES,4.0,2,12M,Free,0,Everyone,News & Magazines,"May 8, 2017"
SPORTS,4.7,19,12M,Free,0,Everyone,Sports,"May 18, 2018"
FAMILY,3.7,18522,Varies with device,Free,0,Teen,Entertainment,"July 2, 2018"
FAMILY,3.7,150,11M,Free,0,Everyone,Education,"June 11, 2018"
EVENTS,4.4,15558,26M,Free,0,Everyone,Events,"August 3, 2018"
BUSINESS,4.3,2,10M,Free,0,Teen,Business,"September 28, 2017"
SHOPPING,1.6,8,18M,Free,0,Everyone,Shopping,"May 3, 2018"
MEDICAL,4.4,4207,Varies with device,Paid,$3.99,Everyone,Medical,"July 26, 2013"
PHOTOGRAPHY,4.5,267378,1.9M,Free,0,Everyone,Photography,"July 11, 2015"
NEWS_AND_MAGAZINES,3.9,271,9.6M,Free,0,Everyone 10+,News & Magazines,"July 18, 2018"
GAME,4.2,26893,20M,Free,0,Teen,Arcade,"March 1, 2017"
